          k03DCutoffRatio                     ReB0                     ImB0
        -1.48299433144381          0.7521147644501         2.64527816964595
        -1.48132710903635        0.757256197397735          2.6440551971505
        -1.47965988662888        0.762396762228386         2.64282751952823
        -1.47799266422141        0.767536503080013          2.6415951115232
        -1.47632544181394         0.77267546394786         2.64035794770132
        -1.47465821940647        0.777813688686905         2.63911600244872
          -1.472990996999        0.782951221014277          2.6378692499702
        -1.47132377459153        0.788088104511656         2.63661766428753
        -1.46965655218406        0.793224382627643          2.6353612192379
        -1.46798932977659        0.798360098680122         2.63409988847215
        -1.46632210736912        0.803495295858587         2.63283364545318
        -1.46465488496165        0.808630017226455         2.63156246345422
        -1.46298766255418        0.813764305723361         2.63028631555709
        -1.46132044014672        0.818898204167422         2.62900517465049
        -1.45965321773925        0.824031755257499         2.62771901342823
        -1.45798599533178        0.829165001575423         2.62642780438745
        -1.45631877292431        0.834297985588205         2.62513151982685
        -1.45465155051684        0.839430749650238         2.62383013184484
        -1.45298432810937        0.844563336005472         2.62252361233772
         -1.4513171057019        0.849695786789562         2.62121193299783
        -1.44964988329443        0.854828144032025         2.61989506531165
        -1.44798266088696        0.859960449658346         2.61857298055789
        -1.44631543847949        0.865092745492095         2.61724564980563
        -1.44464821607202        0.870225073257012          2.6159130439123
        -1.44298099366455        0.875357474579077         2.61457513352175
        -1.44131377125709        0.880489990988571         2.61323188906229
        -1.43964654884962        0.885622663922106         2.61188328074459
        -1.43797932644215        0.890755534724668         2.61052927855976
        -1.43631210403468        0.895888644651605         2.60916985227718
        -1.43464488162721        0.901022034870631         2.60780497144251
        -1.43297765921974         0.90615574646381         2.60643460537552
        -1.43131043681227         0.91128982042951           2.605058723168
         -1.4296432144048        0.916424297684358         2.60367729368156
        -1.42797599199733        0.921559219065179          2.6022902855455
        -1.42630876958986        0.926694625330913         2.60089766715456
        -1.42464154718239         0.93183055716453         2.59949940666672
        -1.42297432477492        0.936967055174919         2.59809547200092
        -1.42130710236746        0.942104159898778         2.59668583083477
        -1.41963987995999        0.947241911802472         2.59527045060226
        -1.41797265755252        0.952380351283912         2.59384929849139
        -1.41630543514505        0.957519518674375         2.59242234144185
        -1.41463821273758        0.962659454240356         2.59098954614255
        -1.41297099033011         0.96780019818538         2.58955087902927
        -1.41130376792264        0.972941790651817         2.58810630628216
        -1.40963654551517        0.978084271722673         2.58665579382326
         -1.4079693231077        0.983227681423391         2.58519930731401
        -1.40630210070023        0.988372059723614         2.58373681215268
        -1.40463487829276        0.993517446538956         2.58226827347181
         -1.4029676558853        0.998663881732762          2.5807936561356
        -1.40130043347783         1.00381140511785         2.57931292473726
        -1.39963321107036         1.00896005645823         2.57782604359638
        -1.39796598866289         1.01410987547088         2.57633297675617
        -1.39629876625542         1.01926090182739         2.57483368798076
        -1.39463154384795         1.02441317515573         2.57332814075242
        -1.39296432144048          1.0295667350419         2.57181629826879
        -1.39129709903301         1.03472162103169         2.57029812343996
        -1.38962987662554         1.03987787263225         2.56877357888568
        -1.38796265421807         1.04503552931387         2.56724262693242
         -1.3862954318106         1.05019463051157         2.56570522961041
        -1.38462820940313         1.05535521562679         2.56416134865067
        -1.38296098699567         1.06051732402903         2.56261094548199
         -1.3812937645882         1.06568099505748         2.56105398122789
        -1.37962654218073         1.07084626802265         2.55949041670349
        -1.37795931977326         1.07601318220803         2.55792021241238
        -1.37629209736579         1.08118177687163         2.55634332854348
        -1.37462487495832         1.08635209124769          2.5547597249678
        -1.37295765255085         1.09152416454817         2.55316936123517
        -1.37129043014338         1.09669803596446         2.55157219657096
        -1.36962320773591         1.10187374466888         2.54996818987274
        -1.36795598532844         1.10705132981631         2.54835729970691
        -1.36628876292097         1.11223083054575         2.54673948430522
         -1.3646215405135         1.11741228598188         2.54511470156138
        -1.36295431810604         1.12259573523666         2.54348290902748
        -1.36128709569857         1.12778121741086         2.54184406391044
         -1.3596198732911         1.13296877159562         2.54019812306845
        -1.35795265088363           1.138158436874         2.53854504300724
        -1.35628542847616         1.14335025232251         2.53688477987644
        -1.35461820606869         1.14854425701268          2.5352172894658
        -1.35295098366122         1.15374049001255          2.5335425272014
        -1.35128376125375         1.15893899038824         2.53186044814179
        -1.34961653884628         1.16413979720546         2.53017100697409
        -1.34794931643881         1.16934294953099         2.52847415801006
        -1.34628209403134         1.17454848643425         2.52676985518207
        -1.34461487162387          1.1797564469888         2.52505805203902
        -1.34294764921641         1.18496687027382          2.5233387017423
        -1.34128042680894         1.19017979537563         2.52161175706154
        -1.33961320440147         1.19539526138919         2.51987717037044
          -1.337945981994         1.20061330741961         2.51813489364245
        -1.33627875958653         1.20583397258359         2.51638487844647
        -1.33461153717906         1.21105729601098         2.51462707594241
        -1.33294431477159         1.21628331684623         2.51286143687678
        -1.33127709236412         1.22151207424985         2.51108791157812
        -1.32960986995665         1.22674360739994         2.50930644995245
        -1.32794264754918         1.23197795549363         2.50751700147862
        -1.32627542514171         1.23721515774857         2.50571951520359
        -1.32460820273424         1.24245525340442         2.50391393973767
        -1.32294098032678         1.24769828172428          2.5021002232497
        -1.32127375791931         1.25294428199618         2.50027831346208
        -1.31960653551184         1.25819329353457         2.49844815764587
        -1.31793931310437         1.26344535568174         2.49660970261569
         -1.3162720906969         1.26870050780931         2.49476289472464
        -1.31460486828943          1.2739587893197         2.49290767985908
        -1.31293764588196         1.27922023964757          2.4910440034334
        -1.31127042347449         1.28448489826127         2.48917181038468
        -1.30960320106702         1.28975280466433         2.48729104516724
        -1.30793597865955         1.29502399839691         2.48540165174722
        -1.30626875625208         1.30029851903723         2.48350357359696
        -1.30460153384461         1.30557640620304         2.48159675368936
        -1.30293431143715         1.31085769955309         2.47968113449217
        -1.30126708902968         1.31614243878855         2.47775665796219
        -1.29959986662221         1.32143066365451         2.47582326553933
        -1.29793264421474         1.32672241394139         2.47388089814068
        -1.29626542180727          1.3320177294864          2.4719294961544
         -1.2945981993998         1.33731665017503         2.46996899943362
        -1.29293097699233         1.34261921594245         2.46799934729012
        -1.29126375458486         1.34792546677503         2.46602047848806
        -1.28959653217739          1.3532354427117         2.46403233123752
        -1.28792930976992         1.35854918384552         2.46203484318795
        -1.28626208736245         1.36386673032502          2.4600279514216
        -1.28459486495498         1.36918812235575         2.45801159244675
        -1.28292764254752         1.37451340020169         2.45598570219093
        -1.28126042014005         1.37984260418671         2.45395021599394
        -1.27959319773258         1.38517577469605         2.45190506860088
        -1.27792597532511         1.39051295217774         2.44985019415496
        -1.27625875291764         1.39585417714412         2.44778552619032
        -1.27459153051017         1.40119949017325         2.44571099762462
         -1.2729243081027         1.40654893191042         2.44362654075158
        -1.27125708569523         1.41190254306958         2.44153208723344
        -1.26958986328776         1.41726036443483         2.43942756809324
        -1.26792264088029         1.42262243686189         2.43731291370698
        -1.26625541847282         1.42798880127956         2.43518805379572
        -1.26458819606536          1.4333594986912         2.43305291741752
        -1.26292097365789         1.43873457017623         2.43090743295923
        -1.26125375125042         1.44411405689159          2.4287515281282
        -1.25958652884295         1.44949800007321         2.42658512994382
        -1.25791930643548         1.45488644103753         2.42440816472897
        -1.25625208402801         1.46027942118297         2.42222055810129
        -1.25458486162054         1.46567698199141         2.42002223496431
        -1.25291763921307         1.47107916502972         2.41781311949852
         -1.2512504168056         1.47648601195121         2.41559313515219
        -1.24958319439813         1.48189756449718         2.41336220463208
        -1.24791597199066          1.4873138644984         2.41112024989407
        -1.24624874958319         1.49273495387663         2.40886719213351
        -1.24458152717573         1.49816087464611         2.40660295177554
        -1.24291430476826          1.5035916689151         2.40432744846517
        -1.24124708236079          1.5090273788874         2.40204060105722
        -1.23957985995332         1.51446804686387         2.39974232760611
        -1.23791263754585         1.51991371524396         2.39743254535546
        -1.23624541513838         1.52536442652722         2.39511117072757
        -1.23457819273091         1.53082022331489         2.39277811931263
        -1.23291097032344         1.53628114831139         2.39043330585784
        -1.23124374791597         1.54174724432592         2.38807664425632
         -1.2295765255085         1.54721855427395         2.38570804753579
        -1.22790930310103         1.55269512117885         2.38332742784717
        -1.22624208069356         1.55817698817337         2.38093469645284
         -1.2245748582861          1.5636641985013         2.37852976371484
        -1.22290763587863         1.56915679551895         2.37611253908278
        -1.22124041347116         1.57465482269683         2.37368293108154
        -1.21957319106369         1.58015832362113         2.37124084729888
        -1.21790596865622         1.58566734199539         2.36878619437266
        -1.21623874624875         1.59118192164207         2.36631887797796
        -1.21457152384128         1.59670210650413         2.36383880281395
        -1.21290430143381          1.6022279406467         2.36134587259051
        -1.21123707902634         1.60775946825861         2.35883999001467
        -1.20956985661887          1.6132967336541         2.35632105677671
         -1.2079026342114         1.61883978127437         2.35378897353612
        -1.20623541180393         1.62438865568928         2.35124363990728
        -1.20456818939647         1.62994340159897         2.34868495444484
          -1.202900966989         1.63550406383547          2.3461128146289
        -1.20123374458153         1.64107068736443         2.34352711684991
        -1.19956652217406          1.6466433172867         2.34092775639325
        -1.19789929976659          1.6522219988401          2.3383146274236
        -1.19623207735912           1.657806777401         2.33568762296901
        -1.19456485495165         1.66339769848608         2.33304663490462
        -1.19289763254418         1.66899480775397         2.33039155393617
        -1.19123041013671         1.67459815100289         2.32772226958316
        -1.18956318772924         1.68020777418877          2.3250386701617
        -1.18789596532177         1.68582372340232         2.32234064276702
         -1.1862287429143         1.69144604488719         2.31962807325576
        -1.18456152050684         1.69707478503759         2.31690084622776
        -1.18289429809937         1.70270999040008          2.3141588450077
         -1.1812270756919         1.70835170767525         2.31140195162618
        -1.17955985328443         1.71399998371955         2.30863004680068
        -1.17789263087696         1.71965486554701         2.30584300991594
        -1.17622540846949         1.72531640033107         2.30304071900412
        -1.17455818606202         1.73098463540631         2.30022305072449
        -1.17289096365455         1.73665961827032         2.29738988034278
        -1.17122374124708         1.74234139658545         2.29454108171009
        -1.16955651883961         1.74803001818065         2.29167652724145
        -1.16788929643214         1.75372553105333         2.28879608789386
        -1.16622207402467         1.75942798337115         2.28589963314404
        -1.16455485161721          1.7651374234739         2.28298703096561
        -1.16288762920974         1.77085389987536         2.28005814780587
        -1.16122040680227         1.77657746126515         2.27711284856217
         -1.1595531843948         1.78230815651065         2.27415099655773
        -1.15788596198733         1.78804603466278         2.27117245351698
        -1.15621873957986         1.79379114494223         2.26817707954047
        -1.15455151717239          1.7995435367649         2.26516473307923
        -1.15288429476492         1.80530325972818         2.26213527090856
        -1.15121707235745         1.81107036361675         2.25908854810139
        -1.14954984994998         1.81684489840458         2.25602441800102
        -1.14788262754251         1.82262691425684         2.25294273219328
        -1.14621540513505         1.82841646153196         2.24984334047818
        -1.14454818272758         1.83421359078351         2.24672609084095
        -1.14288096032011         1.84001835276228         2.24359082942239
        -1.14121373791264         1.84583079841829         2.24043740048876
        -1.13954651550517         1.85165097890276         2.23726564640087
         -1.1378792930977         1.85747894556639         2.23407540758259
        -1.13621207069023         1.86331474997664         2.23086652248871
        -1.13454484828276          1.8691584438969         2.22763882757204
        -1.13287762587529         1.87501007930388         2.22439215724989
        -1.13121040346782         1.88086970838582         2.22112634386972
        -1.12954318106035         1.88673738354463         2.21784121767413
        -1.12787595865288         1.89261315739803         2.21453660676503
        -1.12620873624542         1.89849708278165         2.21121233706704
        -1.12454151383795         1.90438921275119         2.20786823229009
        -1.12287429143048          1.9102896005846         2.20450411389118
        -1.12120706902301         1.91619829978423         2.20111980103527
        -1.11953984661554         1.92211536407906          2.1977151105553
        -1.11787262420807         1.92804084742688         2.19428985691131
         -1.1162054018006         1.93397480401653         2.19084385214865
        -1.11453817939313         1.93991728827014          2.1873769058552
        -1.11287095698566         1.94586835484538         2.18388882511762
        -1.11120373457819         1.95182805863775          2.1803794144766
        -1.10953651217072         1.95779645478283         2.17684847588107
        -1.10786928976325         1.96377359865864         2.17329580864132
        -1.10620206735579         1.96975954588792         2.16972120938107
        -1.10453484494832          1.9757543523405         2.16612447198833
        -1.10286762254085         1.98175807413563         2.16250538756515
        -1.10120040013338         1.98777076764436          2.1588637443762
        -1.09953317772591         1.99379248949195           2.155199327796
        -1.09786595531844         1.99982329656027         2.15151192025503
        -1.09619873291097         2.00586324599022          2.1478013011844
         -1.0945315105035         2.01191239518417         2.14406724695924
        -1.09286428809603         2.01797080180845         2.14030953084068
        -1.09119706568856         2.02403852379583         2.13652792291639
        -1.08952984328109         2.03011561934799         2.13272219003967
        -1.08786262087362         2.03620214693806           2.128892095767
        -1.08619539846616          2.0422981653132         2.12503740029398
        -1.08452817605869          2.0484037334971         2.12115786038975
        -1.08286095365122         2.05451891079257         2.11725322932963
        -1.08119373124375          2.0606437567842         2.11332325682611
        -1.07952650883628          2.0667783313409         2.10936768895805
        -1.07785928642881          2.0729226946186           2.105386268098
        -1.07619206402134          2.0790769070629          2.1013787328377
        -1.07452484161387         2.08524102941174         2.09734481791158
         -1.0728576192064          2.0914151226981         2.09328425411824
        -1.07119039679893         2.09759924825278         2.08919676823984
        -1.06952317439146         2.10379346770707         2.08508208295937
        -1.06785595198399          2.1099978429956         2.08093991677569
        -1.06618872957653         2.11621243635908         2.07676998391622
        -1.06452150716906         2.12243731034714         2.07257199424729
        -1.06285428476159         2.12867252782117         2.06834565318206
        -1.06118706235412         2.13491815195719         2.06409066158585
        -1.05951983994665          2.1411742462487         2.05980671567885
        -1.05785261753918         2.14744087450965         2.05549350693614
        -1.05618539513171         2.15371810087734         2.05115072198484
        -1.05451817272424         2.16000598981538         2.04677804249842
        -1.05285095031677          2.1663046061167         2.04237514508795
         -1.0511837279093         2.17261401490652          2.0379417011902
        -1.04951650550183         2.17893428164544         2.03347737695258
        -1.04784928309436         2.18526547213245         2.02898183311466
         -1.0461820606869         2.19160765250804         2.02445472488626
        -1.04451483827943         2.19796088925733         2.01989570182191
        -1.04284761587196          2.2043252492132         2.01530440769163
        -1.04118039346449         2.21070079955944         2.01068048034777
        -1.03951317105702         2.21708760783397         2.00602355158787
        -1.03784594864955         2.22348574193204         2.00133324701342
        -1.03617872624208         2.22989527010953         1.99660918588414
        -1.03451150383461         2.23631626098618         1.99185098096797
        -1.03284428142714          2.2427487835489         1.98705823838623
        -1.03117705901967         2.24919290715516         1.98223055745404
         -1.0295098366122         2.25564870153629         1.97736753051572
        -1.02784261420473         2.26211623680093         1.97246874277487
        -1.02617539179727         2.26859558343843         1.96753377211916
         -1.0245081693898         2.27508681232232         1.96256218893933
        -1.02284094698233          2.2815899947138         1.95755355594244
        -1.02117372457486         2.28810520226524         1.95250742795892
        -1.01950650216739         2.29463250702377         1.94742335174334
        -1.01783927975992         2.30117198143484         1.94230086576846
        -1.01617205735245         2.30772369834582         1.93713950001252
        -1.01450483494498         2.31428773100969         1.93193877573919
        -1.01283761253751         2.32086415308871          1.9266982052702
        -1.01117039013004         2.32745303865811         1.92141729175005
        -1.00950316772257         2.33405446220988         1.91609552890263
        -1.00783594531511         2.34066849865651         1.91073240077936
        -1.00616872290764         2.34729522333488         1.90532738149849
        -1.00450150050017         2.35393471201004         1.89987993497512
         -1.0028342780927         2.36058704087915         1.89438951464161
        -1.00116705568523         2.36725228657538         1.88885556315792
       -0.999499833277759         2.37393052617191         1.88327751211138
        -0.99783261087029         2.38062183718588         1.87765478170546
       -0.996165388462821          2.3873262975825         1.87198678043712
       -0.994498166055352         2.39404398577905         1.86627290476199
       -0.992830943647883         2.40077498064904         1.86051253874705
       -0.991163721240413         2.40751936152638         1.85470505371007
       -0.989496498832944         2.41427720820953         1.84884980784527
       -0.987829276425475         2.42104860096575         1.84294614583451
       -0.986162054018006         2.42783362053542         1.83699339844329
       -0.984494831610537         2.43463234813627         1.83099088210083
       -0.982827609203068         2.44144486546782         1.82493789846356
       -0.981160386795598         2.44827125471574         1.81883373396099
       -0.979493164388129         2.45511159855627         1.81267765932323
        -0.97782594198066         2.46196598016076         1.80646892908926
       -0.976158719573191         2.46883448320017         1.80020678109478
       -0.974491497165722         2.47571719184961         1.79389043593887
       -0.972824274758253         2.48261419079303         1.78751909642809
       -0.971157052350784         2.48952556522781         1.78109194699699
       -0.969489829943314         2.49645140086952         1.77460815310378
       -0.967822607535845         2.50339178395666         1.76806686059975
       -0.966155385128376         2.51034680125542         1.76146719507107
       -0.964488162720907         2.51731654005709         1.75480826115153
       -0.962820940313438           2.524301088213         1.74808914180445
       -0.961153717905969         2.53130053409427         1.74130889757222
       -0.959486495498499           2.538314966627         1.73446656579153
        -0.95781927309103         2.54534447528973         1.72756115977239
       -0.956152050683561         2.55238915011857         1.72059166793885
       -0.954484828276092         2.55944908171231         1.71355705292918
       -0.952817605868623         2.56652436123767         1.70645625065312
       -0.951150383461154         2.57361508043449         1.69928816930369
       -0.949483161053684         2.58072133162107          1.6920516883208
       -0.947815938646215         2.58784320769952         1.68474565730372
       -0.946148716238746         2.59498080216119         1.67736889486928
       -0.944481493831277         2.60213420909211         1.66992018745242
       -0.942814271423808         2.60930352317851         1.66239828804548
       -0.941147049016339         2.61648883971244         1.65480191487233
        -0.93947982660887         2.62369025459736         1.64712974999306
       -0.937812604201401         2.63090786435387         1.63938043783485
       -0.936145381793931         2.63814176612545         1.63155258364403
       -0.934478159386462         2.64539205768428         1.62364475185404
       -0.932810936978993          2.6526588374371         1.61565546436378
       -0.931143714571524         2.65994220443115         1.60758319871996
       -0.929476492164055         2.66724225836017         1.59942638619696
       -0.927809269756586         2.67455909957049         1.59118340976696
       -0.926142047349116         2.68189282906708         1.58285260195239
       -0.924474824941647          2.6892435485198         1.57443224255248
       -0.922807602534178         2.69661136026964         1.56592055623431
       -0.921140380126709         2.70399636733502         1.55731570997869
        -0.91947315771924         2.71139867341819         1.54861581036966
       -0.917805935311771         2.71881838291165         1.53981890071577
       -0.916138712904301         2.72625560090475         1.53092295799023
       -0.914471490496832         2.73371043319019         1.52192588957544
       -0.912804268089363         2.74118298627072         1.51282552979661
       -0.911137045681894         2.74867336736589         1.50361963622716
       -0.909469823274425         2.75618168441881         1.49430588574732
       -0.907802600866956         2.76370804610308         1.48488187033518
       -0.906135378459487         2.77125256182968         1.47534509256777
       -0.904468156052017         2.77881534175406         1.46569296080694
       -0.902800933644548         2.78639649678319         1.45592278404266
       -0.901133711237079         2.79399613858277         1.44603176636323
        -0.89946648882961         2.80161437958446         1.43601700101868
       -0.897799266422141         2.80925133299904         1.42587546403995
       -0.896132044014672         2.81690711280057         1.41560400737236
       -0.894464821607202         2.82458183376883         1.40519935147712
       -0.892797599199733         2.83227561147357         1.39465807734943
       -0.891130376792264         2.83998856228797          1.3839766178955
       -0.889463154384795         2.84772080339646         1.37315124860428
       -0.887795931977326           2.855472452797         1.36217807744163
       -0.886128709569857         2.86324362933104         1.35105303388582
       -0.884461487162387         2.87103445265845         1.33977185701311
       -0.882794264754918         2.87884504328766         1.32833008253038
       -0.881127042347449         2.88667552257839          1.3167230286382
        -0.87945981993998         2.89452601274988         1.30494578059226
       -0.877792597532511         2.90239663688925           1.292993173813
       -0.876125375125042         2.91028751896001         1.28085977537227
       -0.874458152717573         2.91819878381056         1.26853986366146
       -0.872790930310103          2.9261305571829         1.25602740601704
       -0.871123707902634         2.93408296572134         1.24331603404594
       -0.869456485495165         2.94205613698138         1.23039901635395
       -0.867789263087696         2.95005019943863         1.21726922833367
       -0.866122040680227          2.9580652824979          1.2039191186138
       -0.864454818272758         2.96610151650234         1.19034067170554
       -0.862787595865288          2.9741590327427         1.17652536630412
       -0.861120373457819         2.98223796346669         1.16246412860899
        -0.85945315105035         2.99033844188847         1.14814727991332
       -0.857785928642881         2.99846060219822         1.13356447757572
       -0.856118706235412         3.00660457957185         1.11870464832056
       -0.854451483827943         3.01477051018076         1.10355591260789
       -0.852784261420473         3.02295853120184         1.08810549856271
       -0.851117039013004         3.03116878082743          1.0723396436408
       -0.849449816605535         3.03940139827548         1.05624348181975
       -0.847782594198066         3.04765652379987         1.03980091361556
       -0.846115371790597         3.05593429870074         1.02299445560865
       -0.844448149383128         3.06423486533502         1.00580506537741
       -0.842780926975659         3.07255836712707        0.988211936729217
       -0.841113704568189         3.08090494857943        0.970192258812863
        -0.83944648216072         3.08927475528369        0.951720930988859
       -0.837779259753251         3.09766793393154        0.932770223080148
       -0.836112037345782         3.10608463232589        0.913309367616594
       -0.834444814938313         3.11452499938239        0.893304066623161
       -0.832777592530844         3.12298918518004        0.872715889943721
       -0.831110370123374         3.13147734091363        0.851501534384762
       -0.829443147715905         3.13998961894502        0.829611902111233
       -0.827775925308436         3.14852617280503        0.806990941192089
       -0.826108702900967          3.1570871572054        0.783574168543796
       -0.824441480493498         3.16567272805908        0.759286761819645
       -0.822774258086029          3.1742830424594        0.734041055498721
       -0.821107035678559         3.18291825873492         0.70773319634113
        -0.81943981327109          3.1915785364591        0.680238584672825
       -0.817772590863621         3.20026403642485        0.651405514206032
       -0.816105368456152         3.20897492068879        0.621046054328704
       -0.814438146048683         3.21771135257634        0.588922553725526
       -0.812770923641214         3.22647349669485        0.554726880017756
       -0.811103701233745           3.235261518947        0.518046949919183
       -0.809436478826275         3.24407558654424        0.478309498159895
       -0.807769256418806         3.25291586802047        0.434674477050269
       -0.806102034011337          3.2617825332459        0.385819108988285
       -0.804434811603868         3.27067575343112        0.329425824982252
       -0.802767589196399         3.27959570118294        0.260643039650028
        -0.80110036678893         3.28854255045418        0.164604217173592
        -0.79943314438146         3.17918862032574                        0
       -0.797765921973991         3.07124029813763                        0
       -0.796098699566522         3.00414704245754                        0
       -0.794431477159053         2.95198231931473                        0
       -0.792764254751584         2.90826132085341                        0
       -0.791097032344115         2.87015264836975                        0
       -0.789429809936645         2.83611835149928                        0
       -0.787762587529176         2.80521299281001                        0
       -0.786095365121707         2.77680641382488                        0
       -0.784428142714238         2.75045381125849                        0
       -0.782760920306769         2.72582745654331                        0
         -0.7810936978993         2.70267769221244                        0
       -0.779426475491831         2.68080918753691                        0
       -0.777759253084361          2.6600657372157                        0
       -0.776092030676892         2.64032012327298                        0
       -0.774424808269423         2.62146712060956                        0
       -0.772757585861954         2.60341853149547                        0
       -0.771090363454485         2.58609957323112                        0
       -0.769423141047016         2.56944619408637                        0
       -0.767755918639546         2.55340304168072                        0
       -0.766088696232077         2.53792190008912                        0
       -0.764421473824608         2.52296046986255                        0
       -0.762754251417139         2.50848140338887                        0
        -0.76108702900967         2.49445153318706                        0
       -0.759419806602201         2.48084124800738                        0
       -0.757752584194731         2.46762398357002                        0
       -0.756085361787262         2.45477580322421                        0
       -0.754418139379793         2.44227504986843                        0
       -0.752750916972324         2.43010205488108                        0
       -0.751083694564855         2.41823889305956                        0
       -0.749416472157386         2.40666917498573                        0
       -0.747749249749917          2.3953778700754                        0
       -0.746082027342448         2.38435115493982                        0
       -0.744414804934978         2.37357628278468                        0
       -0.742747582527509         2.36304147038465                        0
        -0.74108036012004         2.35273579983201                        0
       -0.739413137712571         2.34264913276634                        0
       -0.737745915305102         2.33277203520549                        0
       -0.736078692897633         2.32309571141939                        0
       -0.734411470490163         2.31361194555407                        0
       -0.732744248082694         2.30431304992529                        0
       -0.731077025675225          2.2951918190748                        0
       -0.729409803267756         2.28624148882434                        0
       -0.727742580860287          2.2774556996796                        0
       -0.726075358452818         2.26882846403317                        0
       -0.724408136045348         2.26035413669618                        0
       -0.722740913637879          2.2520273883554                        0
        -0.72107369123041         2.24384318160907                        0
       -0.719406468822941         2.23579674928241                        0
       -0.717739246415472         2.22788357476339                        0
       -0.716072024008003         2.22009937413421                        0
       -0.714404801600534         2.21244007990192                        0
       -0.712737579193064         2.20490182615691                        0
       -0.711070356785595         2.19748093501235                        0
       -0.709403134378126         2.19017390418411                        0
       -0.707735911970657         2.18297739560718                        0
       -0.706068689563188         2.17588822497693                        0
       -0.704401467155719         2.16890335212847                        0
       -0.702734244748249         2.16201987217295                        0
        -0.70106702234078         2.15523500731953                        0
       -0.699399799933311         2.14854609931941                        0
       -0.697732577525842         2.14195060247518                        0
       -0.696065355118373         2.13544607716463                        0
       -0.694398132710904         2.12903018383387                        0
       -0.692730910303434         2.12270067741864                        0
       -0.691063687895965         2.11645540215736                        0
       -0.689396465488496         2.11029228676291                        0
       -0.687729243081027         2.10420933992317                        0
       -0.686062020673558         2.09820464610365                        0
       -0.684394798266089         2.09227636162771                        0
        -0.68272757585862         2.08642271101234                        0
        -0.68106035345115         2.08064198353954                        0
       -0.679393131043681         2.07493253004496                        0
       -0.677725908636212         2.06929275990746                        0
       -0.676058686228743         2.06372113822422                        0
       -0.674391463821274         2.05821618315786                        0
       -0.672724241413805         2.05277646344288                        0
       -0.671057019006335         2.04740059603997                        0
       -0.669389796598866         2.04208724392747                        0
       -0.667722574191397         2.03683511402064                        0
       -0.666055351783928         2.03164295520952                        0
       -0.664388129376459         2.02650955650745                        0
        -0.66272090696899         2.02143374530272                        0
        -0.66105368456152         2.01641438570625                        0
       -0.659386462154051         2.01145037698931                        0
       -0.657719239746582         2.00654065210493                        0
       -0.656052017339113         2.00168417628799                        0
       -0.654384794931644         1.99687994572876                        0
       -0.652717572524175         1.99212698631517                        0
       -0.651050350116706         1.98742435243979                        0
       -0.649383127709236         1.98277112586722                        0
       -0.647715905301767          1.9781664146584                        0
       -0.646048682894298         1.97360935214829                        0
       -0.644381460486829         1.96909909597376                        0
        -0.64271423807936         1.96463482714879                        0
       -0.641047015671891         1.96021574918407                        0
       -0.639379793264421          1.9558410872485                        0
       -0.637712570856952         1.95151008737024                        0
       -0.636045348449483         1.94722201567499                        0
       -0.634378126042014         1.94297615765935                        0
       -0.632710903634545         1.93877181749755                        0
       -0.631043681227076         1.93460831737936                        0
       -0.629376458819606         1.93048499687782                        0
       -0.627709236412137         1.92640121234493                        0
       -0.626042014004668         1.92235633633395                        0
       -0.624374791597199         1.91834975704682                        0
        -0.62270756918973         1.91438087780541                        0
       -0.621040346782261         1.91044911654543                        0
       -0.619373124374792         1.90655390533163                        0
       -0.617705901967322         1.90269468989346                        0
       -0.616038679559853         1.89887092917998                        0
       -0.614371457152384         1.89508209493309                        0
       -0.612704234744915         1.89132767127823                        0
       -0.611037012337446         1.88760715433159                        0
       -0.609369789929977         1.88392005182314                        0
       -0.607702567522507         1.88026588273461                        0
       -0.606035345115038         1.87664417695174                        0
       -0.604368122707569         1.87305447493017                        0
         -0.6027009003001         1.86949632737424                        0
       -0.601033677892631         1.86596929492816                        0
       -0.599366455485162         1.86247294787895                        0
       -0.597699233077692         1.85900686587062                        0
       -0.596032010670223         1.85557063762907                        0
       -0.594364788262754         1.85216386069718                        0
       -0.592697565855285         1.84878614117977                        0
       -0.591030343447816         1.84543709349784                        0
       -0.589363121040347         1.84211634015171                        0
       -0.587695898632878         1.83882351149275                        0
       -0.586028676225409         1.83555824550326                        0
       -0.584361453817939         1.83232018758417                        0
        -0.58269423141047         1.82910899035018                        0
       -0.581027009003001         1.82592431343209                        0
       -0.579359786595532         1.82276582328601                        0
       -0.577692564188063         1.81963319300908                        0
       -0.576025341780594         1.81652610216153                        0
       -0.574358119373124         1.81344423659479                        0
       -0.572690896965655         1.81038728828534                        0
       -0.571023674558186         1.80735495517416                        0
       -0.569356452150717         1.80434694101149                        0
       -0.567689229743248          1.8013629552067                        0
       -0.566022007335779          1.7984027126831                        0
       -0.564354784928309         1.79546593373745                        0
        -0.56268756252084         1.79255234390401                        0
       -0.561020340113371         1.78966167382291                        0
       -0.559353117705902          1.7867936591128                        0
       -0.557685895298433         1.78394804024744                        0
       -0.556018672890964         1.78112456243616                        0
       -0.554351450483495         1.77832297550816                        0
       -0.552684228076025         1.77554303380025                        0
       -0.551017005668556         1.77278449604814                        0
       -0.549349783261087         1.77004712528103                        0
       -0.547682560853618         1.76733068871937                        0
       -0.546015338446149         1.76463495767578                        0
        -0.54434811603868         1.76195970745882                        0
        -0.54268089363121         1.75930471727976                        0
       -0.541013671223741         1.75666977016204                        0
       -0.539346448816272         1.75405465285336                        0
       -0.537679226408803         1.75145915574043                        0
