        k0To3DCutoffRatio                   RealB0                   ImagB0
                     -2.5       -0.267580252980825                        0
        -2.49833277759253       -0.268304301257786                        0
        -2.49666555518506       -0.269032004790432                        0
        -2.49499833277759       -0.269763393022031                        0
        -2.49333111037012       -0.270498495739237                        0
        -2.49166388796265       -0.271237343077505                        0
        -2.48999666555518       -0.271979965526625                        0
        -2.48832944314772        -0.27272639393636                        0
        -2.48666222074025       -0.273476659522207                        0
        -2.48499499833278       -0.274230793871266                        0
        -2.48332777592531       -0.274988828948246                        0
        -2.48166055351784       -0.275750797101577                        0
        -2.47999333111037       -0.276516731069669                        0
         -2.4783261087029       -0.277286663987286                        0
        -2.47665888629543       -0.278060629392065                        0
        -2.47499166388796       -0.278838661231165                        0
        -2.47332444148049       -0.279620793868067                        0
        -2.47165721907302        -0.28040706188945                        0
        -2.46998999666555       -0.281197500912246                        0
        -2.46832277425809       -0.281992146391356                        0
        -2.46665555185062       -0.282791034426454                        0
        -2.46498832944315       -0.283594201569767                        0
        -2.46332110703568       -0.284401684833805                        0
        -2.46165388462821       -0.285213521699257                        0
        -2.45998666222074       -0.286029750123062                        0
        -2.45831943981327       -0.286850408546667                        0
         -2.4566522174058        -0.28767553590446                        0
        -2.45498499499833       -0.288505171632402                        0
        -2.45331777259086       -0.289339355676844                        0
        -2.45165055018339       -0.290178128503557                        0
        -2.44998332777593        -0.29102153110696                        0
        -2.44831610536846       -0.291869605019561                        0
        -2.44664888296099       -0.292722392321621                        0
        -2.44498166055352       -0.293579935651037                        0
        -2.44331443814605       -0.294442278213459                        0
        -2.44164721573858       -0.295309463792648                        0
        -2.43997999333111       -0.296181535422858                        0
        -2.43831277092364       -0.297058540749521                        0
        -2.43664554851617        -0.29794052402013                        0
         -2.4349783261087       -0.298827531439429                        0
        -2.43331110370123       -0.299719609845861                        0
        -2.43164388129376       -0.300616806723509                        0
         -2.4299766588863       -0.301519170214317                        0
        -2.42830943647883       -0.302426749130625                        0
        -2.42664221407136       -0.303339592968008                        0
        -2.42497499166389       -0.304257751918428                        0
        -2.42330776925642        -0.30518127688373                        0
        -2.42164054684895       -0.306110219489464                        0
        -2.41997332444148       -0.307044632099068                        0
        -2.41830610203401         -0.3079845678284                        0
        -2.41663887962654       -0.308930080560657                        0
        -2.41497165721907        -0.30988122496167                        0
         -2.4133044348116       -0.310838056495595                        0
        -2.41163721240413       -0.311800631441021                        0
        -2.40996998999667       -0.312769006907494                        0
         -2.4083027675892       -0.313743240852484                        0
        -2.40663554518173       -0.314723392098798                        0
        -2.40496832277426       -0.315709520352465                        0
        -2.40330110036679       -0.316701686221098                        0
        -2.40163387795932       -0.317699951232758                        0
        -2.39996665555185       -0.318704377855332                        0
        -2.39829943314438       -0.319715029516443                        0
        -2.39663221073691       -0.320731970623911                        0
        -2.39496498832944       -0.321755266586786                        0
        -2.39329776592197       -0.322784983836965                        0
         -2.3916305435145        -0.32382118985143                        0
        -2.38996332110704       -0.324863953175106                        0
        -2.38829609869957       -0.325913343444379                        0
         -2.3866288762921       -0.326969431411296                        0
        -2.38496165388463       -0.328032288968459                        0
        -2.38329443147716       -0.329101989174648                        0
        -2.38162720906969       -0.330178606281205                        0
        -2.37995998666222       -0.331262215759191                        0
        -2.37829276425475       -0.332352894327361                        0
        -2.37662554184728       -0.333450648984434                        0
        -2.37495831943981       -0.334555700978516                        0
        -2.37329109703234       -0.335668059997639                        0
        -2.37162387462487       -0.336787808048346                        0
        -2.36995665221741       -0.337915028537999                        0
        -2.36828942980994       -0.339049806308301                        0
        -2.36662220740247       -0.340192227669871                        0
          -2.364954984995       -0.341342380437916                        0
        -2.36328776258753       -0.342500353969038                        0
        -2.36162054018006       -0.343666239199229                        0
        -2.35995331777259       -0.344840128683096                        0
        -2.35828609536512       -0.346022133871696                        0
        -2.35661887295765       -0.347212316212959                        0
        -2.35495165055018       -0.348410790595201                        0
        -2.35328442814271       -0.349617656466174                        0
        -2.35161720573524       -0.350833015108683                        0
        -2.34994998332778       -0.352056969688343                        0
        -2.34828276092031       -0.353289625302976                        0
        -2.34661553851284       -0.354531089033714                        0
        -2.34494831610537       -0.355781469997889                        0
         -2.3432810936979       -0.357040879403776                        0
        -2.34161387129043       -0.358309430607291                        0
        -2.33994664888296       -0.359587239170709                        0
        -2.33827942647549       -0.360874422923511                        0
        -2.33661220406802        -0.36217110202544                        0
        -2.33494498166055       -0.363477399031885                        0
        -2.33327775925308       -0.364793434625089                        0
        -2.33161053684562       -0.366119345042352                        0
        -2.32994331443815       -0.367455256095014                        0
        -2.32827609203068       -0.368801300625081                        0
        -2.32660886962321        -0.37015761423585                        0
        -2.32494164721574       -0.371524335373667                        0
        -2.32327442480827       -0.372901605412903                        0
         -2.3216072024008       -0.374289568744292                        0
        -2.31993997999333       -0.375688372866806                        0
        -2.31827275758586       -0.377098168483241                        0
        -2.31660553517839       -0.378519109599704                        0
        -2.31493831277092       -0.379951353629207                        0
        -2.31327109036345       -0.381395061499565                        0
        -2.31160386795599       -0.382850397765845                        0
        -2.30993664554852        -0.38431753072759                        0
        -2.30826942314105       -0.385796632551081                        0
        -2.30660220073358       -0.387287879396914                        0
        -2.30493497832611       -0.388791451553166                        0
        -2.30326775591864       -0.390307533574484                        0
        -2.30160053351117       -0.391836314427403                        0
         -2.2999333111037       -0.393377987642269                        0
        -2.29826608869623        -0.39493275147212                        0
        -2.29659886628876       -0.396500809058954                        0
        -2.29493164388129       -0.398082368607789                        0
        -2.29326442147382       -0.399677643569002                        0
        -2.29159719906636       -0.401286852829429                        0
        -2.28992997665889       -0.402910220912753                        0
        -2.28826275425142       -0.404547978189769                        0
        -2.28659553184395        -0.40620036109912                        0
        -2.28492830943648       -0.407867612379173                        0
        -2.28326108702901       -0.409549981311746                        0
        -2.28159386462154        -0.41124772397845                        0
        -2.27992664221407       -0.412961103530466                        0
         -2.2782594198066       -0.414690390472652                        0
        -2.27659219739913       -0.416435862962947                        0
        -2.27492497499166       -0.418197807128103                        0
        -2.27325775258419        -0.41997651739688                        0
        -2.27159053017673       -0.421772296851922                        0
        -2.26992330776926       -0.423585457601641                        0
        -2.26825608536179       -0.425416321173551                        0
        -2.26658886295432       -0.427265218930618                        0
        -2.26492164054685       -0.429132492512324                        0
        -2.26325441813938       -0.431018494302326                        0
        -2.26158719573191        -0.43292358792471                        0
        -2.25991997332444       -0.434848148771089                        0
        -2.25825275091697       -0.436792564560954                        0
         -2.2565855285095       -0.438757235937953                        0
        -2.25491830610203       -0.440742577105005                        0
        -2.25325108369456       -0.442749016501483                        0
         -2.2515838612871       -0.444776997525982                        0
        -2.24991663887963       -0.446826979308585                        0
        -2.24824941647216       -0.448899437536926                        0
        -2.24658219406469       -0.450994865340814                        0
        -2.24491497165722       -0.453113774240704                        0
        -2.24324774924975       -0.455256695165867                        0
        -2.24158052684228       -0.457424179548784                        0
        -2.23991330443481       -0.459616800503025                        0
        -2.23824608202734       -0.461835154092724                        0
        -2.23657885961987       -0.464079860702724                        0
         -2.2349116372124       -0.466351566519567                        0
        -2.23324441480493       -0.468650945134772                        0
        -2.23157719239747       -0.470978699283265                        0
           -2.22990996999       -0.473335562731524                        0
        -2.22824274758253       -0.475722302331889                        0
        -2.22657552517506       -0.478139720261725                        0
        -2.22490830276759       -0.480588656468704                        0
        -2.22324108036012       -0.483069991346471                        0
        -2.22157385795265       -0.485584648668476                        0
        -2.21990663554518       -0.488133598811869                        0
        -2.21823941313771       -0.490717862308208                        0
        -2.21657219073024       -0.493338513763464                        0
        -2.21490496832277         -0.4959966861966                        0
         -2.2132377459153       -0.498693575854126                        0
        -2.21157052350784       -0.501430447567742                        0
        -2.20990330110037       -0.504208640733846                        0
         -2.2082360786929       -0.507029576007834                        0
        -2.20656885628543       -0.509894762823304                        0
        -2.20490163387796       -0.512805807867229                        0
        -2.20323441147049       -0.515764424668044                        0
        -2.20156718906302       -0.518772444485539                        0
        -2.19989996665555       -0.521831828731252                        0
        -2.19823274424808       -0.524944683198091                        0
        -2.19656552184061       -0.528113274441636                        0
        -2.19489829943314       -0.531340048732704                        0
        -2.19323107702568       -0.534627654114242                        0
        -2.19156385461821       -0.537978966214947                        0
        -2.18989663221074       -0.541397118663135                        0
        -2.18822940980327       -0.544885539170554                        0
         -2.1865621873958       -0.548447992673002                        0
        -2.18489496498833       -0.552088633342314                        0
        -2.18322774258086       -0.555812067874718                        0
        -2.18156052017339       -0.559623433288356                        0
        -2.17989329776592       -0.563528493643206                        0
        -2.17822607535845       -0.567533761813082                        0
