         kTo3DCutoffRatio                   RealB0                   ImagB0
                        0         1.46316071639637        0.739855186270791
     0.000833611203734578         1.46280945889035        0.739854732990813
      0.00166722240746916         1.46245901175051        0.739853373146178
      0.00250083361120373         1.46210937026283         0.73985110671914
      0.00333444481493831         1.46176053559988         0.73984793368231
      0.00416805601867289         1.46141250764577        0.739843853996381
      0.00500166722240747         1.46106528674789        0.739838867610881
      0.00583527842614205         1.46071887188516        0.739832974464383
      0.00666888962987663          1.4603732634159        0.739826174484089
       0.0075025008336112         1.46002846124578        0.739818467586045
      0.00833611203734578         1.45968446528571        0.739809853675004
      0.00916972324108036         1.45934127545241        0.739800332644633
       0.0100033344448149         1.45899889166776        0.739789904377361
       0.0108369456485495          1.4586573138591        0.739778568744388
       0.0116705568522841         1.45831654195926        0.739766325605652
       0.0125041680560187         1.45797657606818         0.73975317480996
       0.0133377792597533         1.45763741580587        0.739739116194804
       0.0141713904634878         1.45729906128312        0.739724149586525
       0.0150050016672224         1.45696151245442        0.739708274800149
        0.015838612870957         1.45662476927959        0.739691491639495
       0.0166722240746916         1.45628883172386        0.739673799897135
       0.0175058352784261         1.45595369975794        0.739655199354357
       0.0183394464821607         1.45561937335794        0.739635689781196
       0.0191730576858953         1.45528585250529        0.739615270936492
       0.0200066688896299         1.45495313718697        0.739593942567606
       0.0208402800933645         1.45462122739531        0.739571704410855
        0.021673891297099         1.45429012312801        0.739548556191072
       0.0225075025008336         1.45395982438824        0.739524497621883
       0.0233411137045682          1.4536303311846        0.739499528405543
       0.0241747249083028         1.45330164353107        0.739473648233019
       0.0250083361120373         1.45297376144704        0.739446856783951
       0.0258419473157719         1.45264668495737        0.739419153726613
       0.0266755585195065         1.45232041409227        0.739390538717905
       0.0275091697232411         1.45199494888742        0.739361011403367
       0.0283427809269757          1.4516702893839         0.73933057141719
       0.0291763921307102          1.4513464356282        0.739299218382159
       0.0300100033344448          1.4510233876723        0.739266951909643
       0.0308436145381794          1.4507011455735        0.739233771599604
        0.031677225741914          1.4503797093946        0.739199677040575
       0.0325108369456485         1.45005907920379        0.739164667809638
       0.0333444481493831         1.44973925507473        0.739128743472446
       0.0341780593531177         1.44942023714369        0.739091903583143
       0.0350116705568523         1.44910202538075        0.739054147684412
       0.0358452817605869         1.44878461993305        0.739015475307422
       0.0366788929643214         1.44846802089594        0.738975885971846
        0.037512504168056         1.44815222837025        0.738935379185811
       0.0383461153717906         1.44783724246221        0.738893954445895
       0.0391797265755252         1.44752306328351        0.738851611237114
       0.0400133377792597         1.44720969095132        0.738808349032918
       0.0408469489829943         1.44689712558818        0.738764167295133
       0.0416805601867289         1.44658536732213        0.738719065473983
       0.0425141713904635         1.44627441628667        0.738673043008065
       0.0433477825941981         1.44596427262073        0.738626099324295
       0.0441813937979326          1.4456549364687        0.738578233837972
       0.0450150050016672         1.44534640798045        0.738529445952635
       0.0458486162054018         1.44503868731128        0.738479735060166
       0.0466822274091364           1.444731774622        0.738429100540699
        0.047515838612871         1.44442567007886          0.7383775417626
       0.0483494498166055         1.44412037385359        0.738325058082503
       0.0491830610203401          1.4438158861234        0.738271648845203
       0.0500166722240747         1.44351220707095        0.738217313383718
       0.0508502834278093         1.44320933688444        0.738162051019207
       0.0516838946315438         1.44290727575751        0.738105861060977
       0.0525175058352784         1.44260602388932         0.73804874280646
        0.053351117039013         1.44230558148449        0.737990695541158
       0.0541847282427476         1.44200594875317        0.737931718538672
       0.0550183394464822           1.441707125911        0.737871811060637
       0.0558519506502167         1.44140911317913        0.737810972356712
       0.0566855618539513          1.4411119107842        0.737749201664544
       0.0575191730576859         1.44081551895839        0.737686498209771
       0.0583527842614205         1.44051993793939        0.737622861205954
        0.059186395465155         1.44022516797041        0.737558289854599
       0.0600200066688896         1.43993120930019        0.737492783345081
       0.0608536178726242           1.439638062183        0.737426340854663
       0.0616872290763588         1.43934572687866        0.737358961548423
       0.0625208402800934          1.4390542036525        0.737290644579266
       0.0633544514838279         1.43876349277543        0.737221389087869
       0.0641880626875625         1.43847359452389        0.737151194202679
       0.0650216738912971          1.4381845091799        0.737080059039848
       0.0658552850950317           1.437896237031        0.737007982703233
       0.0666888962987663         1.43760877837035        0.736934964284355
       0.0675225075025008         1.43732213349664        0.736861002862351
       0.0683561187062354         1.43703630271417        0.736786097503992
         0.06918972990997         1.43675128633278        0.736710247263607
       0.0700233411137046         1.43646708466794        0.736633451183047
       0.0708569523174391          1.4361836980407        0.736555708291695
       0.0716905635211737         1.43590112677772        0.736477017606387
       0.0725241747249083         1.43561937121124        0.736397378131433
       0.0733577859286429         1.43533843167916        0.736316788858504
       0.0741913971323775         1.43505830852492         0.73623524876668
        0.075025008336112         1.43477900209768        0.736152756822367
       0.0758586195398466         1.43450051275216        0.736069311979264
       0.0766922307435812         1.43422284084875        0.735984913178366
       0.0775258419473158         1.43394598675348        0.735899559347866
       0.0783594531510503         1.43366995083802        0.735813249403179
       0.0791930643547849         1.43339473347971        0.735725982246859
       0.0800266755585195         1.43312033506154        0.735637756768597
       0.0808602867622541         1.43284675597219        0.735548571845149
       0.0816938979659887         1.43257399660601        0.735458426340327
       0.0825275091697232         1.43230205736303        0.735367319104957
       0.0833611203734578         1.43203093864897        0.735275248976811
       0.0841947315771924         1.43176064087528        0.735182214780589
        0.085028342780927         1.43149116445906        0.735088215327896
       0.0858619539846616          1.4312225098232        0.734993249417164
       0.0866955651883961         1.43095467739623        0.734897315833632
       0.0875291763921307         1.43068766761248        0.734800413349307
       0.0883627875958653         1.43042148091197        0.734702540722906
       0.0891963987995999          1.4301561177405        0.734603696699824
