               rhoB[fm-3]                   T[GeV]               massU[GeV]               massD[GeV]               massS[GeV]        quarkChemPot[GeV]       baryonChemPot[GeV]        pressure[GeVfm-3]   energyDensity[GeVfm-3]     entropyDensity[fm-3]              sigmaU[GeV]              sigmaD[GeV]              sigmaS[GeV]               rhoU[fm-3]               rhoD[fm-3]               rhoS[fm-3]
       0.0951427713856929                        0        0.249472682958277        0.249472682958273        0.461713182112023        0.333412461885032          1.0002373856551      -0.0117638352138813         0.10692919210193                        0     -0.00952824870435025     -0.00952824870435009      -0.0148907248781789      0.00109654502044452      0.00109654502044458                        0
       0.0961432216108054                        0        0.247455615384821        0.247455615385106        0.460403069925541        0.332421301544932        0.997263904634796      -0.0120482283765664        0.107928392938053                        0     -0.00946287447816035     -0.00946287447817194      -0.0148717638431008      0.00110807546776652      0.00110807546776176                        0
        0.097143671835918                        0        0.245425671096299        0.245425671096352        0.459088736419218        0.331428128741194        0.994284386223583      -0.0123361797955546        0.108924615896959                        0      -0.0093968646601066     -0.00939686466010874      -0.0148526592762957      0.00111960591508784      0.00111960591508696                        0
       0.0981441220610305                        0        0.243382737141679        0.243382737141665        0.457770263679837         0.33043310404158         0.99129931212474      -0.0126276545110313        0.109917855174724                        0     -0.00933021019092821     -0.00933021019092762      -0.0148334111917794      0.00113113636241274      0.00113113636241298                        0
       0.0991445722861431                        0        0.241326710516178        0.241326710516286        0.456447745803625        0.329436400950409        0.988309202851226      -0.0129226122912696        0.110908105471446                        0     -0.00926290222046598     -0.00926290222047037      -0.0148140197893078      0.00114266680974559      0.00114266680974382                        0
        0.100145022511256                        0        0.239257499532773        0.239257499532866        0.455121289865326        0.328438206863655        0.985314620590966       -0.013221007188386        0.111895362026808                        0     -0.00919493215713089      -0.0091949321571347      -0.0147944854728483      0.00115419725707874      0.00115419725707721                        0
        0.101145472736368                        0        0.237175025300554        0.237175025300515        0.453791016936492        0.327438724061621        0.982316172184862      -0.0135227870721489        0.112879620665012                        0     -0.00912629172214674     -0.00912629172214517      -0.0147748088702509        0.001165727704415      0.00116572770441563                        0
        0.102145922961481                        0        0.235079223340976         0.23507922334101        0.452457063165784        0.326438170753228        0.979314512259685      -0.0138278931345954          0.1138608778422                        0     -0.00905697300968225     -0.00905697300968363      -0.0147549908543396      0.00117725815176066      0.00117725815176011                        0
        0.103146373186593                        0        0.232970045342707        0.232970045343016        0.451119580921887        0.325436782166826        0.976310346500479       -0.014136259362238        0.114839130694599                        0     -0.00898696855307423     -0.00898696855308689       -0.014735032565473      0.00118878859911289      0.00118878859910791                        0
        0.104146823411706                        0         0.23084746107407        0.230847461074056        0.449778740001676        0.324434811695034        0.973304435085102      -0.0144478119721324        0.115814377088615                        0     -0.00891627139788706     -0.00891627139788649      -0.0147149354356516      0.00120031904646678        0.001200319046467                        0
        0.105147273636818                        0        0.228711460415167        0.228711460415056        0.448434728878549        0.323432532058248        0.970297596174745      -0.0147624688355651        0.116786615683807                        0     -0.00884487518091562     -0.00884487518091107      -0.0146947012138329      0.00121184949383122      0.00121184949383298                        0
        0.106147723861931                        0        0.226562055586376        0.226562055586193        0.447087756028818        0.322430236531206        0.967290709593617      -0.0150801388522315        0.117755845987508                        0     -0.00877277421763712     -0.00877277421762961      -0.0146743319930571      0.00122337994120508      0.00122337994120798                        0
