               rhoB[fm-3]                   T[GeV]               massU[GeV]               massD[GeV]               massS[GeV]        quarkChemPot[GeV]       baryonChemPot[GeV]        pressure[GeVfm-3]   energyDensity[GeVfm-3]     entropyDensity[fm-3]              sigmaU[GeV]              sigmaD[GeV]              sigmaS[GeV]               rhoU[fm-3]               rhoD[fm-3]               rhoS[fm-3]
                        0                        0        0.402731179354927        0.402731179354927        0.569096384476718                        0                        0                        0                        0                        0      -0.0139500737265534      -0.0139500737265533      -0.0161994910114404                        0                        0                        0
                   0.0001                        0        0.402616611081722        0.402616611081722        0.569017346701162        0.403244245689756         1.20973273706927     6.07022934785771e-08     0.000120912571720507                        0      -0.0139469097658148      -0.0139469097658148      -0.0161986840674193     1.15252583834701e-06     1.15252583834711e-06                        0
      0.00110045022511256                        0        0.401473076128498        0.401473076128538        0.568228754126874        0.404577528193072         1.21373258457922     2.02742719216885e-06      0.00133362511770317                        0      -0.0139153072342427      -0.0139153072342437      -0.0161906218162187     1.26829755145991e-05     1.26829755143539e-05                        0
      0.00210090045022511                        0        0.400331562581659        0.400331562581704         0.56744209808572        0.405112742663168          1.2153382279895     4.50950964130871e-06      0.00254879533369162                        0       -0.013883719808792      -0.0138837198087932      -0.0161825593339103     2.42134224851041e-05     2.42134224847596e-05                        0
      0.00310135067533767                        0        0.399190876552982        0.399190876552978        0.566656558120629        0.405396153462449         1.21618846038735      6.6760740446826e-06      0.00376515083510468                        0      -0.0138521144955858      -0.0138521144955857      -0.0161744882707877     3.57438678388148e-05     3.57438678388479e-05                        0
      0.00410180090045023                        0        0.398050489035338        0.398050489035339        0.565871773466892        0.405536499522191         1.21660949856657      8.1639351922802e-06       0.0049821260021374                        0      -0.0138204765856502      -0.0138204765856502      -0.0161664049344279      4.7274315100903e-05     4.72743151009007e-05                        0
      0.00510225112556278                        0        0.396910070452188        0.396910070452187        0.565087521503689        0.405580386991894         1.21674116097568     8.74949769709219e-06      0.00619936946052005                        0      -0.0137887968427838      -0.0137887968427838      -0.0161583070238696     5.88047624110624e-05     5.88047624110694e-05                        0
      0.00610270135067534                        0        0.395769386738572        0.395769386738572        0.564303645896284        0.405553188475508         1.21665956542652     8.27685228903928e-06      0.00741663312098072                        0      -0.0137570686397476      -0.0137570686397476      -0.0161501929024088      7.0335209725215e-05     7.03352097252158e-05                        0
       0.0071031515757879                        0        0.394628258805278        0.394628258805278        0.563520028546543        0.405470623250627         1.21641186975188     6.62898494402169e-06      0.00863372890450121                        0      -0.0137252868472209      -0.0137252868472209      -0.0161420613145662     8.18656570399556e-05     8.18656570399568e-05                        0
      0.00810360180090045                        0        0.393486542011618        0.393486542011636        0.562736575359891        0.405343276512954         1.21602982953886     3.73061276720817e-06      0.00985050309312716                        0      -0.0136934471657017      -0.0136934471657022      -0.0161339112426747     9.33962198822901e-05      9.3396219882082e-05                        0
