                   T[GeV]                nU[GeV^3]                nD[GeV^3]                nS[GeV^3]             nUBar[GeV^3]             nDBar[GeV^3]            nSBbar[GeV^3]                W[GeV^-2]               effMU[GeV]               effMD[GeV]               effMS[GeV]              effCPU[GeV]              effCPD[GeV]              effCPS[GeV]
                     0.12     0.000293937014097881     0.000293937014097881      0.00010637649359107     0.000293937014097881     0.000293937014097881      0.00010637649359107         2.70080525114681        0.355428719093609        0.355428719093609        0.531872141763753                        0                        0                        0
                    0.121     0.000310068935376008     0.000310068935376008     0.000113361457351197     0.000310068935376008     0.000310068935376008     0.000113361457351197         2.66632657171102        0.352952835554922        0.352952835554922        0.529923130698746                        0                        0                        0
                    0.122     0.000327020966723181     0.000327020966723182     0.000120758542849917     0.000327020966723181     0.000327020966723182     0.000120758542849917         2.63187955545161        0.350349371652826        0.350349371652826        0.527875848197655                        0                        0                        0
                    0.123     0.000344844066249657     0.000344844066249658     0.000128594229244258     0.000344844066249657     0.000344844066249658     0.000128594229244258         2.59746464985715        0.347608960703923        0.347608960703922        0.525723444707109                        0                        0                        0
                    0.124     0.000363594660885932     0.000363594660885936     0.000136897645442765     0.000363594660885932     0.000363594660885936     0.000136897645442765         2.56308695106305        0.344721029234037        0.344721029234035        0.523458224381077                        0                        0                        0
                    0.125     0.000383335609692641     0.000383335609692639     0.000145701019208492     0.000383335609692641     0.000383335609692639     0.000145701019208492         2.52874189547101        0.341673566908554        0.341673566908555        0.521071487956145                        0                        0                        0
                    0.126     0.000404137403126155     0.000404137403126158     0.000155040234789782     0.000404137403126155     0.000404137403126158     0.000155040234789782         2.49442963810697        0.338452837882044        0.338452837882043        0.518553336504097                        0                        0                        0
                    0.127     0.000426079672953187     0.000426079672953182     0.000164955533206987     0.000426079672953187     0.000426079672953182     0.000164955533206987         2.46014800198224        0.335043014579672        0.335043014579674        0.515892423630006                        0                        0                        0
                    0.128     0.000449253117162324     0.000449253117162311     0.000175492402804983     0.000449253117162324     0.000449253117162311     0.000175492402804983          2.4258940677898        0.331425707198999        0.331425707199006        0.513075638718915                        0                        0                        0
                    0.129     0.000473761988075793     0.000473761988075794     0.000186702727628812     0.000473761988075793     0.000473761988075794     0.000186702727628812         2.39166400382585        0.327579350781223        0.327579350781223        0.510087696524907                        0                        0                        0
                     0.13     0.000499727358262689     0.000499727358262678     0.000198646291370125     0.000499727358262689     0.000499727358262678     0.000198646291370125         2.35745453925967        0.323478394288837        0.323478394288842        0.506910597342528                        0                        0                        0
                    0.131     0.000527291481742352     0.000527291481742364     0.000211392781406225     0.000527291481742352     0.000527291481742364     0.000211392781406225         2.32329373157621        0.319092208996679        0.319092208996674        0.503522904899404                        0                        0                        0
                    0.132     0.000556623731552539     0.000556623731552519     0.000225024511827488     0.000556623731552539     0.000556623731552519     0.000225024511827488          2.2891446358528        0.314383590118952         0.31438359011896        0.499898761978185                        0                        0                        0
                    0.133     0.000587928862445646     0.000587928862445641     0.000239640206095473     0.000587928862445646     0.000587928862445641     0.000239640206095473         2.25503724337002        0.309306654164402        0.309306654164404        0.496006519504078                        0                        0                        0
                    0.134     0.000621458799787052     0.000621458799787123     0.000255360385838774     0.000621458799787052     0.000621458799787123     0.000255360385838774         2.22099166457745        0.303803813024124        0.303803813024096         0.49180678030899                        0                        0                        0
                    0.135     0.000657529947943455     0.000657529947943232      0.00027233527331501     0.000657529947943455     0.000657529947943232      0.00027233527331501         2.18710935613226        0.297801291488689        0.297801291488772        0.487249528897547                        0                        0                        0
                    0.136     0.000696549455823884     0.000696549455823974     0.000290756774583173     0.000696549455823884     0.000696549455823974     0.000290756774583173         2.15351358234148         0.29120226103112        0.291202261031088        0.482269783300519                        0                        0                        0
                    0.137     0.000739056817077712     0.000739056817077713     0.000310877437903111     0.000739056817077712     0.000739056817077713     0.000310877437903111         2.12048538234577        0.283875840182838        0.283875840182838        0.476780717595944                        0                        0                        0
                    0.138     0.000785791593221901     0.000785791593221906     0.000333041426846428     0.000785791593221901     0.000785791593221906     0.000333041426846428         2.08862725309765        0.275639063731188        0.275639063731187        0.470662583793579                        0                        0                        0
                    0.139     0.000837812492430229     0.000837812492430241     0.000357738926648312     0.000837812492430229     0.000837812492430241     0.000357738926648312          2.0593215815567        0.266224637296587        0.266224637296584        0.463743276244779                        0                        0                        0
                     0.14     0.000896713451513464     0.000896713451513492     0.000385705527573085     0.000896713451513464     0.000896713451513492     0.000385705527573085         2.03614628508145        0.255221681826097        0.255221681826088        0.455763705709953                        0                        0                        0
                    0.141      0.00096503611353299     0.000965036113532963     0.000418113868972762      0.00096503611353299     0.000965036113532963     0.000418113868972762         2.03038449211102        0.241960162968636        0.241960162968644        0.446313491516537                        0                        0                        0
                    0.142      0.00104701181552057       0.0010470118155208     0.000456928872300184      0.00104701181552057       0.0010470118155208     0.000456928872300184         2.09351768713236        0.225294584109794        0.225294584109726         0.43472394447964                        0                        0                        0
                    0.143      0.00114894378252102      0.00114894378252101     0.000505169256525164      0.00114894378252102      0.00114894378252101     0.000505169256525164         2.47362874365163         0.20344468230119        0.203444682301193        0.420073586853963                        0                        0                        0
