                   T[GeV]                  tauU[fm]                  tauD[fm]                  tauS[fm]               tauUBar[fm]               tauDBar[fm]               tauSBar[fm]                effMU[GeV]                effMD[GeV]                effMS[GeV]               effCPU[GeV]               effCPD[GeV]               effCPS[GeV]
        0.084000000000000        49.443097642117067        49.443097642117053        59.412872792572699        32.895324621899732        32.895324621899732        46.916861541760916         0.380342283801641         0.380342283801641         0.551908386838797         0.164011693066599         0.164011693066599         0.164011693066599
        0.085000000000000        46.678860337567883        46.678860337553182        55.977285590073997        31.000925228423082        31.000925228406128        44.001541423925985         0.378921345587856         0.378921345587705         0.550804818587455         0.164011693066599         0.164011693066599         0.164011693066599
        0.086000000000000        44.107021450324766        44.107021450329391        52.783699265035168        29.238408112932696        29.238408112938007        41.301421965750237         0.377426328887144         0.377426328887195         0.549643336036532         0.164011693066599         0.164011693066599         0.164011693066599
        0.087000000000000        41.710855669327408        41.710855669330705        49.810890415909135        27.596124035466943        27.596124035470712        38.796892436769653         0.375853177280000         0.375853177280039         0.548420836300764         0.164011693066599         0.164011693066599         0.164011693066599
        0.088000000000000        39.475287003045480        39.475287003054838        47.039587704962351        26.063685171103561        26.063685171114255        36.470351836681573         0.374197463814963         0.374197463815084         0.547133944573209         0.164011693066599         0.164011693066599         0.164011693066599
        0.089000000000000        37.386701556802663        37.386701556773161        44.452512653898737        24.631488814426188        24.631488814392579        34.305986391329263         0.372454338214337         0.372454338213926         0.545778976064329         0.164011693066599         0.164011693066599         0.164011693066599
        0.090000000000000        35.432801187220569        35.432801187237011        42.033969906940783        23.291134008187996        23.291134008206654        32.289552258958238         0.370618463854560         0.370618463854807         0.544351890653092         0.164011693066599         0.164011693066599         0.164011693066599
        0.091000000000000        33.602433839911896        33.602433839909907        39.769841647580485        22.034831150288429        22.034831150286166        30.408191311022549         0.368683942469291         0.368683942469258         0.542848238802112         0.164011693066599         0.164011693066599         0.164011693066599
        0.092000000000000        31.885480439905727        31.885480439918279        37.647310376530172        20.855606825279310        20.855606825293439        28.650275304229066         0.366644223472518         0.366644223472737         0.541263096573005         0.164011693066599         0.164011693066599         0.164011693066599
        0.093000000000000        30.272714565878118        30.272714565837187        35.654643524212773        19.746970366487638        19.746970366441740        27.005272347525796         0.364491993839290         0.364491993838520         0.539590986863946         0.164011693066599         0.164011693066599         0.164011693066599
        0.094000000000000        28.755730370083054        28.755730370082361        33.781179281198362        18.703127884314458        18.703127884313680        25.463600751642076         0.362219043292718         0.362219043292703         0.537825783209297         0.164011693066599         0.164011693066599         0.164011693066599
        0.095000000000000        27.326840235581319        27.326840235592204        32.017207169048994        17.718733210092573        17.718733210104652        24.016496205572540         0.359816097650992         0.359816097651230         0.535960591129363         0.164011693066599         0.164011693066599         0.164011693066599
        0.096000000000000        25.978983674784935        25.978983674785724        30.353785241877262        16.788871801665451        16.788871801666328        22.656089464906664         0.357272610621233         0.357272610621252         0.533987600253261         0.164011693066599         0.164011693066599         0.164011693066599
        0.097000000000000        24.705664508530813        24.705664508545038        28.782682654480173        15.909033314505795        15.909033314521428        21.375066509622059         0.354576500689388         0.354576500689750         0.531897897913396         0.164011693066599         0.164011693066599         0.164011693066599
        0.098000000000000        23.500859251854340        23.500859251870061        27.296226316959434        15.074938060388400        15.074938060405563        20.166603565372455         0.351713814470870         0.351713814471301         0.529681231251003         0.164011693066599         0.164011693066599         0.164011693066599
        0.099000000000000        22.358990691768174        22.358990691789533        25.887444985510964        14.282725811776324        14.282725811799510        19.024511069423504         0.348668289737831         0.348668289738464         0.527325699266578         0.164011693066599         0.164011693066599         0.164011693066599
