               rhoB[fm-3]               rhoU[fm-3]               rhoD[fm-3]               rhoS[fm-3]               rhoE[fm-3]               massU[MeV]               massD[MeV]               massS[MeV]         effChemPotU[MeV]         effChemPotD[MeV]         effChemPotS[MeV]            chemPotU[MeV]            chemPotD[MeV]            chemPotS[MeV]       baryonChemPot[MeV]            chemPotE[MeV]        pressure[MeVfm-3]   energyDensity[MeVfm-3]  entropyDensity[MeVfm-3]
       0.0378174534906981       0.0378221591362437       0.0756301765938689                        0     4.71364281080172e-06         344.955037054445         338.957005459689          538.34083060061         373.069577129726         383.317902463104         383.317902463104         376.009972891709         386.258298225087         386.258298225087         1148.52656934188         10.2483253333777        0.451264575618369         42.9830760684611                        0
       0.0385175915183037       0.0385224420454249       0.0770303083511095                        0     4.85834257412926e-06         344.530199855606         338.424699482533         538.139090446575         373.009924497218         383.361805830524         383.361805830524         376.004786987904         386.356668321209         386.356668321209         1148.71812363032         10.3518813333051        0.458575462602307         43.7872707402176                        0
       0.0392177295459092       0.0392227268245619       0.0784304382303022                        0     5.00491444268643e-06         344.105094658238         337.892229068584          537.93747286238         372.948487792859         383.403191859751         383.403191859751         375.997818625263         386.452522692156         386.452522692156         1148.90286400957         10.4547040668926        0.465755634156271         44.5915971272645                        0
       0.0399178675735147       0.0399230134803284       0.0798305662249426                        0     5.15336505566721e-06         343.679718287972         337.359590715355         537.735976943974          372.88531188267         383.442132684806         383.442132684806         375.989112699077         386.545933501213         386.545933501213          1149.0809797015         10.5568208021363        0.472803035110302         45.3960505261339                        0
       0.0406180056011202       0.0406233020198099       0.0812306923275103                        0     5.30370171039846e-06          343.25406761993         336.826781002103          537.53460182191         372.820439749747         383.478697445629         383.478697445629         375.978712221688          386.63696991757          386.63696991757         1149.25265205683         10.6582576958821        0.479715691070333          46.200626362566                        0
       0.0413181436287257       0.0413235924506191       0.0826308165294254                        0     5.45593234509216e-06         342.828139576206         336.293796586078         537.333346659911         372.753912603835         383.512952462466         383.512952462466         375.966658432071         386.725698290702         386.725698290702         1149.41805501347         10.7590398586307        0.486491704982493         47.0053201863524                        0
       0.0420182816563313       0.0420238847815478       0.0840309388226111                        0     5.61006552305543e-06         342.401931123007         335.760634198354         537.132210653256         372.685769982633         383.544961397378         383.544961397378         375.952990897196         386.812182311942         386.812182311942         1149.57735552108         10.8591914147457        0.493129253716495         47.8101276674965                        0
       0.0427184196839368       0.0427241790215688       0.0854310591975895                        0     5.76611041786824e-06         341.975439269274         335.227290641713         536.931193027975         372.616049846191         383.574785404399         383.574785404399         375.937747606349         386.896483164558         386.896483164558         1149.73071393546         10.9587355582085        0.499626585642871         48.6150445899067                        0
       0.0434185577115423       0.0434244751801398       0.0868311776441703                        0     5.92407679959006e-06         341.548661064421         334.693762787305         536.730293039543         372.544788664272         383.602483268669         383.602483268669          375.92096505852         386.978659662917         386.978659662917         1149.87828438435         11.0576946043972        0.505982017757201         49.4200668474463                        0
       0.0441186957391478       0.0441247732678742       0.0882312941523868                        0     6.08397502216196e-06         341.121593596021         334.160047571572         536.529509971651         372.472021497574         383.628111535947         383.628111535947         375.902678343662         387.058768382035         387.058768382035         1150.02021510773         11.1560900383729        0.512193933178094          50.225190440271                        0
       0.0448188337667534       0.0448250732953357       0.0896314087108149                        0     6.24581601098056e-06         340.694233988525          333.62614199387         536.328843135415         372.397782073328         383.651724632718         383.651724632718         375.882921218225         387.136863777615         387.136863777615         1150.15664877345         11.2539425593897        0.518260778382673         51.0304114700174                        0
       0.0455189717943589       0.0455253752744357       0.0910315213087163                        0     6.40961125266784e-06         340.266579401003         333.092043113883         536.128291868185         372.322102855941         383.673374979124         383.673374979124         375.861726175878         387.212998299062         387.212998299062           1150.287722774         11.3512721231834        0.524181061621586         51.8357261367475                        0
       0.0462191098219644       0.0462256792165673       0.0924316319329318                        0     6.57537278341582e-06         339.838627026418         332.557748049579          535.92785553299         372.245015112751         383.693113092878         383.693113092878         375.839124513145         387.287222493271         387.287222493271         1150.41356949969         11.4480979801268        0.529953350023875          52.641130734094                        0
       0.0469192478495699       0.0469259851347158       0.0938317405715602                        0     6.74311318104696e-06         339.410374088843         332.023253974424         535.727533517187         372.166548975272          383.71098768786          383.71098768786         375.815146390793         387.359585103381         387.359585103381         1150.53431659755         11.5444387125879        0.535576268109928         53.4466216476106                        0
       0.0476193858771754       0.0476262930418445       0.0952318472115433                        0      6.9128455546884e-06         338.981817842964         331.488558115459         535.527325231984         372.086733496782         383.727045764881         383.727045764881          375.78982089132         387.430133159419         387.430133159419         1150.65008721016         11.6403122680986        0.541048495431871         54.2521953503471                        0
