               rhoB[fm-3]   energyDensity[MeVfm-3]        pressure[MeVfm-3]       baryonChemPot[MeV]
        0.503108607721544         596.792601078806        0.777517277720514         1187.75570349076
        0.503608705741148         597.386646406197        0.880285477861329         1187.95986845477
        0.504108803760752         597.980793826442        0.983136419485743         1188.16399499332
        0.504608901780356         598.575043320243         1.08606982957041         1188.36808264129
         0.50510899979996         599.169394868179         1.18908543762313         1188.57213093997
        0.505609097819564          599.76384845021         1.29218297550373         1188.77613943664
        0.506109195839168          600.35840404652         1.39536217766464         1188.98010768505
        0.506609293858772         600.953061636777         1.49862278082031         1189.18403524472
        0.507109391878376         601.547821200531         1.60196452412262         1189.38792168134
         0.50760948989798         602.142682717125         1.70538714909575         1189.59176656653
        0.508109587917584         602.737646165689         1.80889039957441          1189.7955694777
        0.508609685937187         603.332711525125         1.91247402172634         1189.99932999817
        0.509109783956791         603.927878774083         2.01613776396242         1190.20304771674
        0.509609881976395         604.523147891083         2.11988137699537          1190.4067222281
        0.510109979995999         605.118518854452         2.22370461371392         1190.61035313235
        0.510610078015603         605.713991642231         2.32760722925786          1190.8139400352
        0.511110176035207         606.309566232291         2.43158898096628         1191.01748254775
        0.511610274054811         606.905242602509         2.53564962836629         1191.22098028656
        0.512110372074415         607.501020730187         2.63978893302767         1191.42443287334
        0.512610470094019         608.096900592733         2.74400665877185         1191.62783993519
        0.513110568113623         608.692882167337         2.84830257138529         1191.83120110432
        0.513610666133227         609.288965430846         2.95267643877488           1192.034516018
        0.514110764152831         609.885150360154          3.0571280310008         1192.23778431877
        0.514610862172435         610.481436931819          3.1616571200051         1192.44100565396
        0.515110960192038         611.077825122218         3.26626347988054         1192.64417967592
        0.515611058211642         611.674314907683         3.37094688661456         1192.84730604183
        0.516111156231246          612.27090626428         3.47570711819902         1193.05038441383
         0.51661125425085         612.867599167826         3.58054395454234          1193.2534144585
        0.517111352270454         613.464393594189         3.68545717759303         1193.45639584758
        0.517611450290058         614.061289519007         3.79044657107474         1193.65932825706
        0.518111548309662         614.658286917458         3.89551192063724         1193.86221136768
        0.518611646329266         615.255385765027         4.00065301387819         1194.06504486472
         0.51911174434887         615.852586036766         4.10586964017662         1194.26782843796
        0.519611842368474         616.449887707704         4.21116159077807         1194.47056178154
        0.520111940388078         617.047290752467         4.31652865869625         1194.67324459399
        0.520612038407682         617.644795145773         4.42197063875335         1194.87587657813
        0.521112136427285         618.242400862214         4.52748732764638         1195.07845744122
        0.521612234446889         618.840107876122          4.6330785236795         1195.28098689451
        0.522112332466493          619.43791616178         4.73874402706461         1195.48346465365
        0.522612430486097         620.035825693044         4.84448363956098         1195.68589043813
        0.523112528505701         620.633836444041         4.95029716475744         1195.88826397172
        0.523612626525305         621.231948388549         5.05618440786519         1196.09058498217
        0.524112724544909         621.830161500167         5.16214517584963         1196.29285320117
        0.524612822564513         622.428475752522         5.26817927729679         1196.49506836438
        0.525112920584117         623.026891118897         5.37428652239841         1196.69723021129
        0.525613018603721         623.625407572698         5.48046672295558         1196.89933848525
        0.526113116623325         624.224025086903         5.58671969243154         1197.10139293335
        0.526613214642929         624.822743634711         5.69304524592981         1197.30339330659
        0.527113312662533         625.421563188885         5.79944319992481         1197.50533935939
        0.527613410682136         626.020483722309         5.90591337272315          1197.7072308501
         0.52811350870174         626.619505207608         6.01245558397682         1197.90906754053
        0.528613606721344         627.218627617266         6.11906965490819         1198.11084919609
        0.529113704740948         627.817850923663         6.22575540830092         1198.31257558568
        0.529613802760552         628.417175099226         6.33251266840176         1198.51424648178
        0.530113900780156          629.01660011599         6.43934126090585         1198.71586166017
         0.53061399879976         629.616125946243         6.54624101309713         1198.91742090026
        0.531114096819364          630.21575256178         6.65321175359075         1199.11892398461
        0.531614194838968         630.815479934547         6.76025331251082         1199.32037069917
        0.532114292858572         631.415308036255         6.86736552132045         1199.52176083317
        0.532614390878176          632.01523683865         6.97454821305666          1199.7230941792
         0.53311448889778         632.615266313088         7.08180122195911         1199.92437053282
        0.533614586917384         633.215396431279         7.18912438381811         1200.12558969304
        0.534114684936987         633.815627164406         7.29651753571686         1200.32675146179
        0.534614782956591         634.415958483748          7.4039805160507         1200.52785564415
        0.535114880976195         635.016390360375         7.51151316469446         1200.72890204832
        0.535614978995799         635.616922765504         7.61911532271858         1200.92989048549
        0.536115077015403         636.217555669984         7.72678683258399         1201.13082076982
        0.536615175035007         636.818289044723         7.83452753803041         1201.33169271842
        0.537115273054611          637.41912286058         7.94233728413931          1201.5325061514
        0.537615371074215         638.020057088092         8.05021591720749         1201.73326089165
        0.538115469093819         638.621091697907          8.1581632847994         1201.93395676491
        0.538615567113423         639.222226660676         8.26617923580796         1202.13459359991
        0.539115665133027         639.823461946695         8.37426362033412         1202.33517122798
        0.539615763152631         640.424797526416         8.48241628967278         1202.53568948325
        0.540115861172234         641.026233369933         8.59063709635483         1202.73614820255
        0.540615959191838         641.627769447531          8.6989258941656         1202.93654722547
        0.541116057211442         642.229405729425         8.80728253805919         1203.13688639431
        0.541616155231046         642.831142185528         8.91570688420285         1203.33716555385
         0.54211625325065         643.432978785794         9.02419878982815          1203.5373845515
        0.542616351270254         644.034915500091         9.13275811345493         1203.73754323727
        0.543116449289858          644.63695229822         9.24138471470667         1203.93764146373
        0.543616547309462         645.239089149966         9.35007845435692         1204.13767908593
        0.544116645329066         645.841326024955         9.45883919430714         1204.33765596141
         0.54461674334867         646.443662892704         9.56766679756773         1204.53757195011
        0.545116841368274         647.046099722915         9.67656112826005         1204.73742691448
