              rho_B[fm-3]              rho_u[fm-3]              rho_d[fm-3]              rho_s[fm-3]                cp_B[MeV]                cp_u[MeV]                cp_d[MeV]                cp_s[MeV]                 M_u[MeV]                 M_d[MeV]                 M_s[MeV]               P[MeVfm-3]               E[MeVfm-3]                  S[fm-3]
       0.0158511813976747       0.0237767721033973       0.0237767721033513                        0          1131.1543831293           377.0514610431           377.0514610431           377.0514610431         356.866741189215         356.866741189242         544.735243982757        0.129730312497745         17.8004030084348                        0
       0.0161012001500188       0.0241518002315583       0.0241518002315536                        0         1131.29051866832         377.096839556105         377.096839556105         377.096839556105         356.696968734219         356.696968734222         544.661423328149        0.131905176333535         18.0832298974879                        0
       0.0163512189023628       0.0245268283597613       0.0245268283597703                        0         1131.42364946057         377.141216486856         377.141216486856         377.141216486856           356.5271866392         356.527186639195            544.587625945        0.134065322331396         18.3660904460018                        0
       0.0166012376547068       0.0249018564879763        0.024901856487994                        0         1131.55384018586         377.184613395288         377.184613395288         377.184613395288         356.357394447685         356.357394447675         544.513851646847         0.13621031358994         18.6489839109007                        0
       0.0168512564070509       0.0252768846162247       0.0252768846162288                        0          1131.6811532256           377.2270510752           377.2270510752           377.2270510752         356.187591712401         356.187591712398         544.440100251522        0.138339723411941          18.931909564884                        0
       0.0171012751593949       0.0256519127445032       0.0256519127444738                        0         1131.80564877648         377.268549592161         377.268549592161         377.268549592161         356.017777994838         356.017777994855         544.366371580957        0.140453134707382         19.2148666960491                        0
        0.017351293911739       0.0260269408727791       0.0260269408727539                        0         1131.92738495744         377.309128319147         377.309128319147         377.309128319147         355.847952864957         355.847952864971         544.292665461055        0.142550139704462         19.4978546073307                        0
        0.017601312664083        0.026401969001039       0.0264019690010595                        0         1132.04641791014         377.348805970047         377.348805970047         377.348805970047         355.678115900968         355.678115900957         544.218981721566        0.144630339778915         19.7808726158291                        0
       0.0178513314164271        0.026776997129332       0.0267769971293607                        0         1132.16280189258         377.387600630859         377.387600630859         377.387600630859         355.508266688875         355.508266688859         544.145320195936        0.146693344928395          20.063920052559                        0
       0.0181013501687711       0.0271520252576594       0.0271520252576719                        0         1132.27658936767         377.425529789224         377.425529789224         377.425529789224         355.338404822358         355.338404822351         544.071680721186         0.14873877361986         20.3469962618289                        0
       0.0183513689211151       0.0275270533859798       0.0275270533859871                        0         1132.38783108631         377.462610362102         377.462610362102         377.462610362102         355.168529902525         355.168529902521         543.998063137831         0.15076625255476          20.630100600745                        0
       0.0186013876734592       0.0279020815143133       0.0279020815143134                        0           1132.496576165         377.498858721668         377.498858721668         377.498858721668         354.998641537448         354.998641537448         543.924467289672        0.152775416103696         20.9132324391201                        0
       0.0188514064258032       0.0282771096426577       0.0282771096426575                        0         1132.60287216009         377.534290720031         377.534290720031         377.534290720031         354.828739342194         354.828739342194         543.850893023797        0.154765906453627          21.196391158652                        0
       0.0191014251781473         0.02865213777102       0.0286521377710209                        0         1132.70676513656         377.568921712185         377.568921712185         377.568921712185         354.658822938413         354.658822938413         543.777340190405        0.156737373067812         21.4795761528382                        0
       0.0193514439304913       0.0290271658993788       0.0290271658993793                        0         1132.80829973357         377.602766577856         377.602766577856         377.602766577856         354.488891954197         354.488891954197         543.703808642734        0.158689472550347         21.7627868264898                        0
       0.0196014626828354       0.0294021940277414       0.0294021940277529                        0         1132.90751922631         377.635839742103         377.635839742103         377.635839742103         354.318946023877         354.318946023871         543.630298236972        0.160621868485411         22.0460225953711                        0
       0.0198514814351794       0.0297772221561407       0.0297772221561148                        0           1133.004465584         377.668155194667         377.668155194667         377.668155194667         354.148984787737         354.148984787752         543.556808832126        0.162534231041707          22.329282886011                        0
       0.0201015001875234       0.0301522502845181       0.0301522502844922                        0         1133.09917952536         377.699726508452         377.699726508452         377.699726508452         353.979007892007         353.979007892021         543.483340290008        0.164426237028455          22.612567135116                        0
       0.0203515189398675       0.0305272784128886       0.0305272784128891                        0         1133.19170057042         377.730566856807         377.730566856807         377.730566856807         353.809014988486         353.809014988486         543.409892475082        0.166297569467321         22.8958747895246                        0
       0.0206015376922115       0.0309023065412929       0.0309023065412968                        0         1133.28206709003          377.76068903001          377.76068903001          377.76068903001         353.639005734435         353.639005734433         543.336465254405        0.168147917482239         23.1792053058299                        0
       0.0208515564445556       0.0312773346696765       0.0312773346697011                        0         1133.37031635257         377.790105450855         377.790105450855         377.790105450855         353.468979792475         353.468979792462          543.26305849758        0.169976976153106         23.4625581500143                        0
       0.0211015751968996       0.0316523627981017       0.0316523627981052                        0         1133.45648456833         377.818828189444         377.818828189444         377.818828189444         353.298936830335         353.298936830333         543.189672076638        0.171784446327939         23.7459327972856                        0
