         temperature[GeV]            effMassU[GeV]            effMassD[GeV]            effMassS[GeV]            chemPotU[GeV]            chemPotD[GeV]            chemPotS[GeV]          pressure[GeV^4]     energyDensity[GeV^4]    entropyDensity[GeV^3]     quarkDensityU[GeV^3]     quarkDensityD[GeV^3]     quarkDensityS[GeV^3]
                        0        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10                        0                        0                        0                        0
     8.33472245374229e-05        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10                        0                        0                        0                        0
     0.000166694449074846        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10                        0                        0                        0                        0
     0.000250041673612269        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    3.15321642508177e-302    2.29094518652194e-305    2.29094518652194e-305                        0
     0.000333388898149692        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    1.31253573453166e-227    1.27055815309682e-230    1.27055815309682e-230                        0
     0.000416736122687114        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    7.96074407412029e-183    9.62566618166517e-186    9.62566618166517e-186                        0
     0.000500083347224537        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    5.80276674313188e-153    8.41352058798122e-156    8.41352058798122e-156    4.68856802727089e-300
      0.00058343057176196        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    1.25732990320074e-131    2.12531324826307e-134    2.12531324826307e-134    5.16791751539771e-258
     0.000666777796299383        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    1.27444571126333e-115    2.46020475351652e-118    2.46020475351652e-118    1.80576626879022e-226
     0.000750125020836806        0.402731181383957        0.402731181383957        0.569096385285579        0.231029876425869        0.231029876425869        0.231029876425869    -1.04191606731252e-10     1.04191606731252e-10    3.60964839713397e-103    7.83342457654288e-106    7.83342457654288e-106    6.30232788074038e-202
