         temperature[GeV]            effMassU[GeV]            effMassD[GeV]            effMassS[GeV]            chemPotU[GeV]            chemPotD[GeV]            chemPotS[GeV]          pressure[GeV^4]     energyDensity[GeV^4]    entropyDensity[GeV^3]
                        0        0.402731181383958        0.402731181383958         0.56909638528558                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10                        0
     0.000250125062531266        0.402731181383958        0.402731181383958         0.56909638528558                        0                        0                        0    -1.04191592853464e-10     1.04191592853464e-10                        0
     0.000500250125062531        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191610200699e-10     1.04191610200699e-10                        0
     0.000750375187593797        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191613670146e-10     1.04191613670146e-10    3.52543060717922e-236
      0.00100050025012506        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191613670146e-10     1.04191613670146e-10    7.63398339748959e-178
      0.00125062531265633        0.402731181383957        0.402731181383957         0.56909638528558                        0                        0                        0    -1.04191613670146e-10     1.04191613670146e-10    7.85980532614271e-143
      0.00150075037518759        0.402731181383958        0.402731181383958         0.56909638528558                        0                        0                        0    -1.04191599792358e-10     1.04191599792358e-10    1.75701742065837e-119
      0.00175087543771886        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191603261805e-10     1.04191603261805e-10    8.47905996535109e-103
      0.00200100050025012        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     2.78704998414068e-90
      0.00225112556278139        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     1.52636452860496e-80
      0.00250125062531266        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     9.48564610098234e-73
      0.00275137568784392        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10      2.2679613709713e-66
      0.00300150075037519        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     4.70878040415168e-61
      0.00325162581290645        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     1.49166971892097e-56
      0.00350175087543772        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     1.07843683110824e-52
      0.00375187593796898        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     2.39068970159308e-49
      0.00400200100050025        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10      2.0279379335344e-46
      0.00425212606303152        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     7.79756011277431e-44
      0.00450225112556278        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     1.55046572889471e-41
      0.00475237618809405        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     1.76908507269514e-39
      0.00500250125062531        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     1.25883583779173e-37
      0.00525262631315658        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     5.97573343530401e-36
      0.00550275137568784        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10      1.9996961841603e-34
      0.00575287643821911        0.402731181383957        0.402731181383957        0.569096385285579                        0                        0                        0    -1.04191606731252e-10     1.04191606731252e-10     4.93711749384033e-33
