            sqrt(s) [GeV]               sigma [mb]
        0.151667982521437         16.3626440150981
        0.162399725208388         38.5795749313731
         0.17313146789534         92.8372290594601
        0.183863210582291         104.696834634323
        0.194594953269243         56.1769945377781
        0.205326695956195         33.2167596064515
        0.216058438643146         27.4691511675749
        0.226790181330098         31.7742072769884
        0.237521924017049         32.4040806415638
        0.248253666704001         24.4240540877487
        0.258985409390952          17.840631346235
        0.269717152077904         13.8519670090171
        0.280448894764856         11.3949405144209
        0.291180637451807          9.7879450374153
        0.301912380138759         8.67817901155964
         0.31264412282571         7.87740923134622
        0.323375865512662         7.27829382627815
        0.334107608199613          6.8152799592634
        0.344839350886565         6.44566191755024
        0.355571093573517         6.13989698842384
        0.366302836260468         5.87642560277964
         0.37703457894742         5.63884235988032
        0.387766321634371         5.41438665533131
        0.398498064321323         5.19321560667874
        0.409229807008274         4.96814067101944
        0.419961549695226         4.73459074798525
        0.430693292382178         4.49061019131121
        0.441425035069129         4.23673562453531
        0.452156777756081         3.97565903827054
        0.462888520443032         3.71166789014658
        0.473620263129984         3.44993418184354
        0.484352005816935         3.19577513126394
        0.495083748503887         2.95401249035117
        0.505815491190839         2.72852108772593
         0.51654723387779          2.5220004773314
        0.527278976564742         2.33595015167814
        0.538010719251693         2.17079439435095
        0.548742461938645         2.02609168866786
        0.559474204625596         1.90077069118921
        0.570205947312548         1.79335125562963
          0.5809376899995         1.70212676748392
        0.591669432686451         1.62529803826427
        0.602401175373403         1.56105707749166
        0.613132918060354         1.50762042953774
        0.623864660747306         1.46320467882997
        0.634596403434258         1.42591372969345
        0.645328146121209         1.39344460288061
        0.656059888808161         1.36238153637904
        0.666791631495112         1.32795081552014
        0.677523374182064         1.38410616986017
        0.688255116869015         1.65405812954299
        0.698986859555967         1.50711521240259
        0.709718602242919          1.4682426947551
         0.72045034492987         1.45653837334946
        0.731182087616822         1.45595426774454
        0.741913830303773         1.46158182194472
        0.752645572990725         1.47136788690252
        0.763377315677677         1.48425807943496
        0.774109058364628         1.49962815672755
         0.78484080105158         1.51706916960248
        0.795572543738531         1.53629253585631
        0.806304286425483         1.55708106207893
        0.817036029112434         1.57924662688151
        0.827767771799386         1.60262860733596
        0.838499514486338         1.62744277150096
        0.849231257173289         1.65334870627334
        0.859962999860241         1.68026765567019
        0.870694742547192         1.70814115621724
        0.881426485234144         1.73692179037872
        0.892158227921095         1.76657187313905
        0.902889970608047         1.79706499939659
        0.913621713294999         1.82838749419487
         0.92435345598195         1.86053550578147
        0.935085198668902         1.89350714648317
        0.945816941355853         1.92729586530979
        0.956548684042805         1.96188999726615
        0.967280426729756         1.99727701385008
        0.978012169416708         2.03344590286842
         0.98874391210366           2.070388926304
        0.999475654790611         2.10810134566986
         1.01020739747756         2.14658083008272
         1.02093914016451         2.18582685746238
         1.03167088285147         2.22584024144282
         1.04240262553842         2.26662278409154
         1.05313436822537         2.30817702263464
         1.06386611091232         2.35050603823486
         1.07459785359927         2.39361330467821
         1.08532959628622         2.43750255931975
         1.09606133897318         2.48217768574126
         1.10679308166013         2.52764259793452
         1.11752482434708          2.5739011140552
         1.12825656703403         2.62095680460913
         1.13898830972098         2.66881278671589
         1.14972005240793         2.71747140923995
         1.16045179509488         2.76693370565634
         1.17118353778184         2.81719830252213
         1.18191528046879         2.86825885129288
         1.19264702315574         2.92009641559569
         1.20337876584269         2.97264555780175
         1.21411050852964         3.02373873781818
