            sqrt(s) [GeV]               sigma [mb]
       0.0677115399993003        0.214435966067968
       0.0734341028896499        0.223479448751651
       0.0791566657799996        0.251288250312868
       0.0848792286703492        0.288849233929379
       0.0906017915606988         0.33524975823382
       0.0963243544510484        0.390359603836811
        0.102046917341398        0.454434454266383
        0.107769480231748        0.528001688099205
        0.113492043122097        0.611819682782653
        0.119214606012447        0.706867941964843
        0.124937168902797        0.814354342276871
        0.130659731793146        0.935734779021581
        0.136382294683496         1.07274340756727
        0.142104857573845         1.22743212899146
        0.147827420464195         1.40222092847903
        0.153549983354545         1.59995875166603
        0.159272546244894         1.82399607598292
        0.164995109135244         2.07826934254581
        0.170717672025594         2.36739847757827
        0.176440234915943         2.69679163946255
        0.182162797806293         3.07275709764348
        0.187885360696642         3.50260778479228
        0.193607923586992         3.99474010382849
        0.199330486477342         4.55865189804356
        0.205053049367691         5.20484155244918
        0.210775612258041          5.9444959698835
        0.216498175148391         6.78882834880563
         0.22222073803874         7.74787055844945
         0.22794330092909         8.82847507421169
        0.233665863819439         10.0312786162425
        0.239388426709789          11.346504775534
        0.245110989600139         12.7488591892067
        0.250833552490488         14.1925126643335
        0.256556115380838         15.6082214057896
        0.262278678271188         16.9055188348639
        0.268001241161537         17.9826091450323
        0.273723804051887         18.7440759664884
        0.279446366942236         19.1221204864775
        0.285168929832586         19.0933893114931
        0.290891492722936         18.6839709074505
        0.296614055613285         17.9605202471777
        0.302336618503635         17.0121463720794
        0.308059181393985         15.9309716473095
        0.313781744284334         14.7976967697492
        0.319504307174684         13.6744483616792
        0.325226870065033         12.6037853337187
        0.330949432955383         11.6113617779914
        0.336671995845733            10.7099640387
        0.342394558736082         9.90348122483227
        0.348117121626432         9.19015813925903
        0.353839684516782          8.5649849153327
        0.359562247407131         8.02132098584772
        0.365284810297481          7.5519288970134
        0.371007373187831         7.14958981091488
         0.37672993607818         6.80743951463215
         0.38245249896853         6.51912633152205
        0.388175061858879         6.27886067996634
        0.393897624749229         6.08140239662015
        0.399620187639579         5.92201521319424
        0.405342750529928          5.7964068351326
        0.411065313420278         5.70066580789897
        0.416787876310627         5.63120177419119
        0.422510439200977         5.58469292813403
        0.428233002091327         5.55804253605855
