            sqrt(s) [GeV]               sigma [mb]
        0.257339449615693      0.00179614856658722
         0.26210041368349      0.00284981045016524
        0.266861377751286      0.00431720367536444
        0.271622341819083      0.00620475055020637
         0.27638330588688      0.00851983228380042
        0.281144269954677       0.0112707528326381
        0.285905234022474       0.0144667387724012
        0.290666198090271       0.0181179425908163
        0.295427162158068       0.0222354486324824
        0.300188126225865       0.0268312814825721
        0.304949090293662       0.0319184166479043
        0.309710054361459       0.0375107934093454
        0.314471018429256       0.0436233297207874
        0.319231982497053       0.0502719390306705
         0.32399294656485       0.0574735488857853
        0.328753910632647       0.0652461211922789
        0.333514874700444        0.073608673971179
        0.338275838768241       0.0825813044561449
        0.343036802836038       0.0921852133551253
        0.347797766903835        0.102442730082994
        0.352558730971631        0.113377338750687
        0.357319695039428        0.125013704671593
        0.362080659107225        0.137377701117219
        0.366841623175022        0.150496436020924
        0.371602587242819        0.164398278291101
        0.376363551310616         0.17911288335191
        0.381124515378413        0.194671217480843
         0.38588547944621        0.211105580459346
        0.390646443514007        0.228449625990066
        0.395407407581804         0.24673837926761
        0.400168371649601        0.266008251014516
        0.404929335717398        0.286297047210803
        0.409690299785195        0.307643973654542
        0.414451263852992        0.330089634392282
        0.419212227920789        0.353676022948072
        0.423973191988586         0.37844650516483
        0.428734156056383        0.404445792343782
         0.43349512012418        0.431719903235014
        0.438256084191976        0.460316113287771
        0.443017048259773        0.490282889419419
         0.44777801232757        0.521669808409337
        0.452538976395367        0.554527456848481
        0.457299940463164         0.58890731044085
        0.462060904530961        0.624861590254137
        0.466821868598758        0.662443093387083
        0.471582832666555        0.701704995354623
        0.476343796734352         0.74270062136371
        0.481104760802149        0.785483183532873
        0.485865724869946         0.83010548102638
        0.490626688937743        0.876619560023682
         0.49538765300554        0.925076330450086
        0.500148617073337        0.975525136455574
        0.504909581141134         1.02801327778155
        0.509670545208931         1.08258547934661
        0.514431509276728         1.13928330682466
        0.519192473344525         1.19814452631796
        0.523953437412321         1.25920240697647
        0.528714401480118         1.32248496613068
        0.533475365547915         1.38801415749934
        0.538236329615712         1.45580500421107
        0.542997293683509          1.5258646797758
        0.547758257751306         1.59819154176748
        0.552519221819103         1.67277412484636
          0.5572801858869         1.74959010183734
        0.562041149954697         1.82860522389957
        0.566802114022494         1.90977225331713
        0.571563078090291         1.99302990509776
        0.576324042158088         2.07830181630326
        0.581085006225885         2.16549556478906
        0.585845970293682         2.25450176169044
        0.590606934361479         2.34519324445119
        0.595367898429276         2.43742439929325
        0.600128862497073         2.53103064363056
        0.604889826564869         2.62582809986056
        0.609650790632666         2.72161349204696
        0.614411754700463         2.81816429607874
         0.61917271876826         2.91523917178091
        0.623933682836057         3.01257870205419
        0.628694646903854         3.10990645933218
        0.633455610971651         3.20693041345191
        0.638216575039448         3.30334468746704
        0.642977539107245         3.39883165913098
        0.647738503175042         3.49306439593252
        0.652499467242839         3.58570940100078
        0.657260431310636         3.67642963628002
        0.662021395378433         3.76488777857447
         0.66678235944623          3.8507496538847
        0.671543323514027         3.93368778643014
        0.676304287581824         4.01338499140451
        0.681065251649621         4.08953793531044
        0.685826215717418         4.16186058506309
        0.690587179785215         4.23008746721127
        0.695348143853011          4.2939766617279
        0.700109107920808         4.35331246084033
        0.704870071988605         4.40790763209957
        0.709631036056402         4.45760523597715
        0.714392000124199          4.5022799612234
        0.719152964191996         4.54183895542861
        0.723913928259793         4.57622214302664
         0.72867489232759         4.60540203768649
        0.733435856395387         4.62938306998955
        0.738196820463184         4.64820046389975
        0.742957784530981         4.66191870631058
