            sqrt(s) [GeV]               sigma [mb]
       0.0254109146410459     0.000230628298329993
       0.0313378345994903     0.000243492818033447
       0.0372647545579348     0.000313365640172962
       0.0431916745163792        0.000420366388792
       0.0491185944748237     0.000557335476865975
       0.0550455144332681     0.000721013251312696
       0.0609724343917126     0.000909850388070322
       0.0668993543501571       0.0011231390168096
       0.0728262743086015      0.00136062222683215
        0.078753194267046      0.00162230237234965
       0.0846801142254904      0.00190834027384742
       0.0906070341839349      0.00221899910066749
       0.0965339541423793      0.00255461182306046
        0.102460874100824      0.00291556131817929
        0.108387794059268      0.00330226802578177
        0.114314714017713      0.00371518194337776
        0.120241633976157      0.00415477733529431
        0.126168553934602      0.00462154915410347
        0.132095473893046      0.00511601057752372
         0.13802239385149       0.0056386912731005
        0.143949313809935      0.00619013616887053
        0.149876233768379      0.00677090455657229
        0.155803153726824      0.00738156944856373
        0.161730073685268      0.00802271708416239
        0.167656993643713      0.00869494658066532
        0.173583913602157      0.00939886964978086
        0.179510833560602       0.0101351103961147
        0.185437753519046       0.0109043051497666
        0.191364673477491        0.011707102342904
        0.197291593435935       0.0125441624358354
        0.203218513394379       0.0134161576690408
        0.209145433352824       0.0143237723643528
        0.215072353311268       0.0152677024267664
        0.220999273269713       0.0162486555488457
        0.226926193228157       0.0172673512088843
        0.232853113186602       0.0183245203222112
        0.238780033145046       0.0194209056250709
        0.244706953103491       0.0205572612294126
        0.250633873061935       0.0217343528112314
         0.25656079302038       0.0229529575742565
        0.262487712978824       0.0242138640410446
        0.268414632937268       0.0255178721198615
        0.274341552895713       0.0268657931470509
        0.280268472854157       0.0282584495248074
        0.286195392812602       0.0296966749839291
        0.292122312771046       0.0311813143601342
        0.298049232729491       0.0327132234769183
        0.303976152687935       0.0342932695489664
         0.30990307264638       0.0359223300491158
        0.315829992604824       0.0376012940599379
        0.321756912563269       0.0393310608748954
        0.327683832521713       0.0411125408335103
        0.333610752480157       0.0429466547829193
        0.339537672438602       0.0448343340492031
        0.345464592397046       0.0467765204813748
        0.351391512355491       0.0487741663259904
        0.357318432313935       0.0508282339574248
         0.36324535227238       0.0529396960104861
        0.369172272230824       0.0551095349712333
        0.375099192189269       0.0573387437085571
        0.381026112147713       0.0596283244445412
        0.386953032106158       0.0619792893735033
        0.392879952064602       0.0643926603218146
        0.398806872023046       0.0668694683468239
        0.404733791981491       0.0694107541246773
        0.410660711939935       0.0720175678715119
         0.41658763189838       0.0746909683199656
        0.422514551856824       0.0774320236493131
        0.428441471815269       0.0802418106460798
        0.434368391773713       0.0831214151833769
        0.440295311732158       0.0860719314788745
        0.446222231690602       0.0890944625459456
        0.452149151649047       0.0921901195882711
        0.458076071607491       0.0953600220350798
        0.464002991565935       0.0986052976852821
         0.46992991152438         0.10192708215945
        0.475856831482824        0.105326518908417
        0.481783751441269        0.108804759329932
        0.487710671399713         0.11236296233345
        0.493637591358158        0.116002294337134
        0.499564511316602        0.119723929190905
        0.505491431275047        0.123529048192049
        0.511418351233491        0.127418839310426
        0.517345271191936        0.131394497982341
         0.52327219115038        0.135457226406502
        0.529199111108824        0.139608233572952
        0.535126031067269        0.143848735285919
        0.541052951025713        0.148179953862862
        0.546979870984158        0.152603118083129
        0.552906790942602        0.157119463351364
        0.558833710901047        0.161730231108502
        0.564760630859491        0.166436669201799
        0.570687550817936        0.171240031608737
         0.57661447077638        0.176141578318299
        0.582541390734824        0.181142575328307
        0.588468310693269        0.186244294572493
        0.594395230651713         0.19144801391647
        0.600322150610158        0.196755016835662
        0.606249070568602        0.202166592727741
        0.612175990527047        0.207684036668735
        0.618102910485491        0.213308649561099
        0.624029830443936        0.219041737676731
         0.62995675040238        0.224884613007097
        0.635883670360824        0.230838593216395
        0.641810590319269         0.23690500148218
        0.647737510277713        0.243085166574674
        0.653664430236158        0.249380422883935
        0.659591350194602        0.255792110379595
        0.665518270153047        0.262321574729565
        0.671445190111491         0.26897016708216
        0.677372110069936         0.27573924437766
         0.68329903002838        0.282630169267313
        0.689225949986825        0.289644310040472
        0.695152869945269        0.296783041071056
        0.701079789903714        0.304047742517918
        0.707006709862158        0.311439800340201
        0.712933629820602        0.318960606739588
        0.718860549779047        0.326611560011374
        0.724787469737491        0.334394064670523
        0.730714389695936        0.342309531580285
         0.73664130965438        0.350359378077491
        0.742568229612825        0.358545028059615
        0.748495149571269        0.366867912159553
        0.754422069529714        0.375329467848941
        0.760348989488158         0.38393113960059
        0.766275909446603        0.392674378994847
        0.772202829405047        0.401560645040772
        0.778129749363491        0.410591404374229
        0.784056669321936        0.419768130269641
         0.78998358928038        0.429092305487705
        0.795910509238825        0.438565419715531
        0.801837429197269        0.448188971130704
        0.807764349155714        0.457964466312443
        0.813691269114158        0.467893420612492
        0.819618189072603        0.477977358219026
        0.825545109031047        0.488217812292386
        0.831472028989491        0.498616325329249
        0.837398948947936        0.509174449566764
         0.84332586890638        0.519893746950325
        0.849252788864825        0.530775789046295
        0.855179708823269        0.541822158529615
        0.861106628781714        0.553034448046102
        0.867033548740158        0.564414261172362
        0.872960468698603        0.575963212576827
        0.878887388657047         0.58768292827807
        0.884814308615492        0.599575045848508
        0.890741228573936        0.611641214816393
         0.89666814853238        0.623883096798722
        0.902595068490825        0.636302365885513
        0.908521988449269        0.648900708864068
        0.914448908407714        0.661679825555727
        0.920375828366158        0.674641428969959
        0.926302748324603        0.687787245801036
        0.932229668283047        0.701119016519591
        0.938156588241492        0.714638495739869
        0.944083508199936        0.728347452509391
        0.950010428158381        0.742247670547431
        0.955937348116825        0.756340947939654
        0.961864268075269        0.770629100708987
        0.967791188033714        0.785113956138323
        0.973718107992158        0.799797360527135
        0.979645027950603        0.814681175223718
        0.985571947909047         0.82976727810003
        0.991498867867492        0.845057563531278
        0.997425787825936        0.860553942888104
         1.00335270778438        0.876258344707456
         1.00927962774283        0.892172714906698
         1.01520654770127        0.908299017068706
         1.02113346765971        0.924639232718964
         1.02706038761816        0.941195361491826
